# label l nodes E_au E_eV
2s  0  1      -0.358278476354      -9.749253915550
3s  0  2      -0.105355675987      -2.866873966569
4s  0  3      -0.049457326758      -1.345802408937
2p  1  0      -0.124123047578      -3.377560159150
3p  1  1      -0.055245233073      -1.503299361806
3d  2  0      -0.055550936621      -1.511617979047
