# label l nodes E_au E_eV
2s  0  1      -0.194295884999      -5.287060324926
3s  0  2      -0.078383248652      -2.132916835011
4s  0  3      -0.050000000000      -1.360569300000
2p  1  0      -0.142207974962      -3.869676098962
3p  1  1      -0.049143842904      -1.337272078779
3d  2  0      -0.069590115004      -1.893643481153
