0.00416667 5.74674e-06
0.0458333 0.000654312
0.0875 0.00225056
0.129167 0.00464167
0.170833 0.00770602
0.2125 0.0113468
0.254167 0.0154866
0.295833 0.0200633
0.3375 0.0250262
0.379167 0.0303334
0.420833 0.0359499
0.4625 0.0418455
0.504167 0.0479941
0.545833 0.0543721
0.5875 0.0609583
0.629167 0.0677332
0.670833 0.0746783
0.7125 0.0817764
0.754167 0.0890108
0.795833 0.0963657
0.8375 0.103826
0.879167 0.111377
0.920833 0.119004
0.9625 0.126694
1.00417 0.134433
1.04583 0.142209
1.0875 0.15001
1.12917 0.157823
1.17083 0.165638
1.2125 0.173443
1.25417 0.181229
1.29583 0.188985
1.3375 0.196703
1.37917 0.204372
1.42083 0.211985
1.4625 0.219535
1.50417 0.227012
1.54583 0.234411
1.5875 0.241725
1.62917 0.248948
1.67083 0.256073
1.7125 0.263095
1.75417 0.27001
1.79583 0.276812
1.8375 0.283498
1.87917 0.290064
1.92083 0.296505
1.9625 0.302819
2.00417 0.309002
2.04583 0.315052
2.0875 0.320967
2.12917 0.326744
2.17083 0.332381
2.2125 0.337877
2.25417 0.34323
2.29583 0.34844
2.3375 0.353505
2.37917 0.358423
2.42083 0.363196
2.4625 0.367822
2.50417 0.372301
2.54583 0.376633
2.5875 0.380818
2.62917 0.384856
2.67083 0.388748
2.7125 0.392494
2.75417 0.396094
2.79583 0.39955
2.8375 0.402862
2.87917 0.406032
2.92083 0.409059
2.9625 0.411946
3.00417 0.414694
3.04583 0.417303
3.0875 0.419776
3.12917 0.422113
3.17083 0.424317
3.2125 0.426388
3.25417 0.428329
3.29583 0.43014
3.3375 0.431824
3.37917 0.433383
3.42083 0.434818
3.4625 0.436131
3.50417 0.437324
3.54583 0.438399
3.5875 0.439358
3.62917 0.440202
3.67083 0.440934
3.7125 0.441556
3.75417 0.442069
3.79583 0.442476
3.8375 0.442779
3.87917 0.442979
3.92083 0.443079
3.9625 0.443081
4.00417 0.442986
4.04583 0.442798
4.0875 0.442517
4.12917 0.442146
4.17083 0.441687
4.2125 0.441142
4.25417 0.440512
4.29583 0.439801
4.3375 0.439009
4.37917 0.438139
4.42083 0.437194
4.4625 0.436173
4.50417 0.435081
4.54583 0.433918
4.5875 0.432687
4.62917 0.431389
4.67083 0.430026
4.7125 0.4286
4.75417 0.427114
4.79583 0.425568
4.8375 0.423964
4.87917 0.422305
4.92083 0.420592
4.9625 0.418826
5.00417 0.41701
5.04583 0.415145
5.0875 0.413233
5.12917 0.411275
5.17083 0.409274
5.2125 0.407229
5.25417 0.405144
5.29583 0.40302
5.3375 0.400857
5.37917 0.398658
5.42083 0.396425
5.4625 0.394158
5.50417 0.391858
5.54583 0.389529
5.5875 0.387169
5.62917 0.384782
5.67083 0.382368
5.7125 0.379929
5.75417 0.377466
5.79583 0.37498
5.8375 0.372472
5.87917 0.369943
5.92083 0.367396
5.9625 0.36483
6.00417 0.362247
6.04583 0.359648
6.0875 0.357035
6.12917 0.354407
6.17083 0.351767
6.2125 0.349114
6.25417 0.346451
6.29583 0.343779
6.3375 0.341097
6.37917 0.338407
6.42083 0.33571
6.4625 0.333007
6.50417 0.330298
6.54583 0.327585
6.5875 0.324868
6.62917 0.322148
6.67083 0.319426
6.7125 0.316703
6.75417 0.313978
6.79583 0.311254
6.8375 0.308531
6.87917 0.305808
6.92083 0.303088
6.9625 0.300371
7.00417 0.297656
7.04583 0.294946
7.0875 0.29224
7.12917 0.289539
7.17083 0.286844
7.2125 0.284154
7.25417 0.281472
7.29583 0.278796
