1,-15,-5,0
2,15,-5,0
3,15,5,0
4,-15,5,0
5,-15,-5,1
6,15,-5,1
7,15,5,1
8,-15,5,1
9,-14,-5,0
10,-13,-5,0
11,-12,-5,0
12,-11,-5,0
13,-10,-5,0
14,-9,-5,0
15,-8,-5,0
16,-7,-5,0
17,-6,-5,0
18,-5,-5,0
19,-4,-5,0
20,-3,-5,0
21,-2,-5,0
22,-1,-5,0
23,-8.88178e-16,-5,0
24,1,-5,0
25,2,-5,0
26,3,-5,0
27,4,-5,0
28,5,-5,0
29,6,-5,0
30,7,-5,0
31,8,-5,0
32,9,-5,0
33,10,-5,0
34,11,-5,0
35,12,-5,0
36,13,-5,0
37,14,-5,0
38,14,-5,1
39,13,-5,1
40,12,-5,1
41,11,-5,1
42,10,-5,1
43,9,-5,1
44,8,-5,1
45,7,-5,1
46,6,-5,1
47,5,-5,1
48,4,-5,1
49,3,-5,1
50,2,-5,1
51,1,-5,1
52,8.88178e-16,-5,1
53,-1,-5,1
54,-2,-5,1
55,-3,-5,1
56,-4,-5,1
57,-5,-5,1
58,-6,-5,1
59,-7,-5,1
60,-8,-5,1
61,-9,-5,1
62,-10,-5,1
63,-11,-5,1
64,-12,-5,1
65,-13,-5,1
66,-14,-5,1
67,15,-4,0
68,15,-3,0
69,15,-2,0
70,15,-1,0
71,15,0,0
72,15,1,0
73,15,2,0
74,15,3,0
75,15,4,0
76,15,4,1
77,15,3,1
78,15,2,1
79,15,1,1
80,15,0,1
81,15,-1,1
82,15,-2,1
83,15,-3,1
84,15,-4,1
85,14,5,0
86,13,5,0
87,12,5,0
88,11,5,0
89,10,5,0
90,9,5,0
91,8,5,0
92,7,5,0
93,6,5,0
94,5,5,0
95,4,5,0
96,3,5,0
97,2,5,0
98,1,5,0
99,8.88178e-16,5,0
100,-1,5,0
101,-2,5,0
102,-3,5,0
103,-4,5,0
104,-5,5,0
105,-6,5,0
106,-7,5,0
107,-8,5,0
108,-9,5,0
109,-10,5,0
110,-11,5,0
111,-12,5,0
112,-13,5,0
113,-14,5,0
114,-14,5,1
115,-13,5,1
116,-12,5,1
117,-11,5,1
118,-10,5,1
119,-9,5,1
120,-8,5,1
121,-7,5,1
122,-6,5,1
123,-5,5,1
124,-4,5,1
125,-3,5,1
126,-2,5,1
127,-1,5,1
128,-8.88178e-16,5,1
129,1,5,1
130,2,5,1
131,3,5,1
132,4,5,1
133,5,5,1
134,6,5,1
135,7,5,1
136,8,5,1
137,9,5,1
138,10,5,1
139,11,5,1
140,12,5,1
141,13,5,1
142,14,5,1
143,-15,4,0
144,-15,3,0
145,-15,2,0
146,-15,1,0
147,-15,0,0
148,-15,-1,0
149,-15,-2,0
150,-15,-3,0
151,-15,-4,0
152,-15,-4,1
153,-15,-3,1
154,-15,-2,1
155,-15,-1,1
156,-15,0,1
157,-15,1,1
158,-15,2,1
159,-15,3,1
160,-15,4,1
161,-14,4,0
162,-13,4,0
163,-12,4,0
164,-11,4,0
165,-10,4,0
166,-9,4,0
167,-8,4,0
168,-7,4,0
169,-6,4,0
170,-5,4,0
171,-4,4,0
172,-3,4,0
173,-2,4,0
174,-1,4,0
175,9.99201e-16,4,0
176,1,4,0
177,2,4,0
178,3,4,0
179,4,4,0
180,5,4,0
181,6,4,0
182,7,4,0
183,8,4,0
184,9,4,0
185,10,4,0
186,11,4,0
187,12,4,0
188,13,4,0
189,14,4,0
190,-14,3,0
191,-13,3,0
192,-12,3,0
193,-11,3,0
194,-10,3,0
195,-9,3,0
196,-8,3,0
197,-7,3,0
198,-6,3,0
199,-5,3,0
200,-4,3,0
201,-3,3,0
202,-2,3,0
203,-1,3,0
204,1.11022e-15,3,0
205,1,3,0
206,2,3,0
207,3,3,0
208,4,3,0
209,5,3,0
210,6,3,0
211,7,3,0
212,8,3,0
213,9,3,0
214,10,3,0
215,11,3,0
216,12,3,0
217,13,3,0
218,14,3,0
219,-14,2,0
220,-13,2,0
221,-12,2,0
222,-11,2,0
223,-10,2,0
224,-9,2,0
225,-8,2,0
226,-7,2,0
227,-6,2,0
228,-5,2,0
229,-4,2,0
230,-3,2,0
231,-2,2,0
232,-1,2,0
233,1.33227e-15,2,0
234,1,2,0
235,2,2,0
236,3,2,0
237,4,2,0
238,5,2,0
239,6,2,0
240,7,2,0
241,8,2,0
242,9,2,0
243,10,2,0
244,11,2,0
245,12,2,0
246,13,2,0
247,14,2,0
248,-14,1,0
249,-13,1,0
250,-12,1,0
251,-11,1,0
252,-10,1,0
253,-9,1,0
254,-8,1,0
255,-7,1,0
256,-6,1,0
257,-5,1,0
258,-4,1,0
259,-3,1,0
260,-2,1,0
261,-1,1,0
262,1.33227e-15,1,0
263,1,1,0
264,2,1,0
265,3,1,0
266,4,1,0
267,5,1,0
268,6,1,0
269,7,1,0
270,8,1,0
271,9,1,0
272,10,1,0
273,11,1,0
274,12,1,0
275,13,1,0
276,14,1,0
277,-14,0,0
278,-13,0,0
279,-12,0,0
280,-11,-4.44089e-16,0
281,-10,0,0
282,-9,0,0
283,-8,0,0
284,-7,0,0
285,-6,0,0
286,-5,2.22045e-16,0
287,-4,-2.22045e-16,0
288,-3,2.22045e-16,0
289,-2,-2.22045e-16,0
290,-1,0,0
291,8.88178e-16,-2.22045e-16,0
292,1,0,0
293,2,0,0
294,3,0,0
295,4,0,0
296,5,0,0
297,6,1.11022e-16,0
298,7,0,0
299,8,0,0
300,9,0,0
301,10,-1.11022e-16,0
302,11,4.996e-16,0
303,12,2.22045e-16,0
304,13,-5.55112e-17,0
305,14,1.11022e-16,0
306,-14,-1,0
307,-13,-1,0
308,-12,-1,0
309,-11,-1,0
310,-10,-1,0
311,-9,-1,0
312,-8,-1,0
313,-7,-1,0
314,-6,-1,0
315,-5,-1,0
316,-4,-1,0
317,-3,-1,0
318,-2,-1,0
319,-1,-1,0
320,0,-1,0
321,1,-1,0
322,2,-1,0
323,3,-1,0
324,4,-1,0
325,5,-1,0
326,6,-1,0
327,7,-1,0
328,8,-1,0
329,9,-1,0
330,10,-1,0
331,11,-1,0
332,12,-1,0
333,13,-1,0
334,14,-1,0
335,-14,-2,0
336,-13,-2,0
337,-12,-2,0
338,-11,-2,0
339,-10,-2,0
340,-9,-2,0
341,-8,-2,0
342,-7,-2,0
343,-6,-2,0
344,-5,-2,0
345,-4,-2,0
346,-3,-2,0
347,-2,-2,0
348,-1,-2,0
349,0,-2,0
350,1,-2,0
351,2,-2,0
352,3,-2,0
353,4,-2,0
354,5,-2,0
355,6,-2,0
356,7,-2,0
357,8,-2,0
358,9,-2,0
359,10,-2,0
360,11,-2,0
361,12,-2,0
362,13,-2,0
363,14,-2,0
364,-14,-3,0
365,-13,-3,0
366,-12,-3,0
367,-11,-3,0
368,-10,-3,0
369,-9,-3,0
370,-8,-3,0
371,-7,-3,0
372,-6,-3,0
373,-5,-3,0
374,-4,-3,0
375,-3,-3,0
376,-2,-3,0
377,-1,-3,0
378,-8.88178e-16,-3,0
379,1,-3,0
380,2,-3,0
381,3,-3,0
382,4,-3,0
383,5,-3,0
384,6,-3,0
385,7,-3,0
386,8,-3,0
387,9,-3,0
388,10,-3,0
389,11,-3,0
390,12,-3,0
391,13,-3,0
392,14,-3,0
393,-14,-4,0
394,-13,-4,0
395,-12,-4,0
396,-11,-4,0
397,-10,-4,0
398,-9,-4,0
399,-8,-4,0
400,-7,-4,0
401,-6,-4,0
402,-5,-4,0
403,-4,-4,0
404,-3,-4,0
405,-2,-4,0
406,-1,-4,0
407,-8.88178e-16,-4,0
408,1,-4,0
409,2,-4,0
410,3,-4,0
411,4,-4,0
412,5,-4,0
413,6,-4,0
414,7,-4,0
415,8,-4,0
416,9,-4,0
417,10,-4,0
418,11,-4,0
419,12,-4,0
420,13,-4,0
421,14,-4,0
422,-14,-4,1
423,-13,-4,1
424,-12,-4,1
425,-11,-4,1
426,-10,-4,1
427,-9,-4,1
428,-8,-4,1
429,-7,-4,1
430,-6,-4,1
431,-5,-4,1
432,-4,-4,1
433,-3,-4,1
434,-2,-4,1
435,-1,-4,1
436,9.99201e-16,-4,1
437,1,-4,1
438,2,-4,1
439,3,-4,1
440,4,-4,1
441,5,-4,1
442,6,-4,1
443,7,-4,1
444,8,-4,1
445,9,-4,1
446,10,-4,1
447,11,-4,1
448,12,-4,1
449,13,-4,1
450,14,-4,1
451,-14,-3,1
452,-13,-3,1
453,-12,-3,1
454,-11,-3,1
455,-10,-3,1
456,-9,-3,1
457,-8,-3,1
458,-7,-3,1
459,-6,-3,1
460,-5,-3,1
461,-4,-3,1
462,-3,-3,1
463,-2,-3,1
464,-1,-3,1
465,1.11022e-15,-3,1
466,1,-3,1
467,2,-3,1
468,3,-3,1
469,4,-3,1
470,5,-3,1
471,6,-3,1
472,7,-3,1
473,8,-3,1
474,9,-3,1
475,10,-3,1
476,11,-3,1
477,12,-3,1
478,13,-3,1
479,14,-3,1
480,-14,-2,1
481,-13,-2,1
482,-12,-2,1
483,-11,-2,1
484,-10,-2,1
485,-9,-2,1
486,-8,-2,1
487,-7,-2,1
488,-6,-2,1
