# estado  l  E(Ha)  E(eV)
2s 0  -1.38601686652237E-01  -3.77154402983942E+00
3s 0  -5.93731561141679E-02  -1.61562588366597E+00
4s 0  -3.28260083878425E-02  -8.93241193155625E-01
2p 1  -1.26113278225522E-01  -3.43171712454243E+00
3p 1  -5.59390642475420E-02  -1.52217948347900E+00
