# estado  l  E(Ha)  E(eV)
2s 0  -1.69159262094053E-01  -4.60305801792759E+00
3s 0  -6.74110071473148E-02  -1.83434695271664E+00
4s 0  -3.60396068853679E-02  -9.80687663111314E-01
2p 1  -1.26128045207520E-01  -3.43211895459327E+00
3p 1  -5.59434023464571E-02  -1.52229752916416E+00
3d 2  -5.55575912848152E-02  -1.51179907534784E+00
