# r(a.u.)  Vcoulomb(Ha)  Veff(Ha)
  3.46972396587287E+01  -2.88207364573001E-02  -2.88207364573001E-02
  3.47047401212576E+01  -2.88145076582053E-02  -2.88145076582053E-02
  3.47122405837865E+01  -2.88082815508914E-02  -2.88082815508914E-02
  3.47197410463154E+01  -2.88020581336140E-02  -2.88020581336140E-02
  3.47272415088443E+01  -2.87958374046300E-02  -2.87958374046300E-02
  3.47347419713732E+01  -2.87896193621981E-02  -2.87896193621981E-02
  3.47422424339021E+01  -2.87834040045781E-02  -2.87834040045781E-02
  3.47497428964310E+01  -2.87771913300315E-02  -2.87771913300315E-02
  3.47572433589599E+01  -2.87709813368215E-02  -2.87709813368215E-02
  3.47647438214888E+01  -2.87647740232125E-02  -2.87647740232125E-02
  3.47722442840178E+01  -2.87585693874705E-02  -2.87585693874705E-02
  3.47797447465467E+01  -2.87523674278631E-02  -2.87523674278631E-02
  3.47872452090756E+01  -2.87461681426591E-02  -2.87461681426591E-02
  3.47947456716045E+01  -2.87399715301292E-02  -2.87399715301292E-02
  3.48022461341334E+01  -2.87337775885453E-02  -2.87337775885453E-02
  3.48097465966623E+01  -2.87275863161809E-02  -2.87275863161809E-02
  3.48172470591912E+01  -2.87213977113109E-02  -2.87213977113109E-02
  3.48247475217201E+01  -2.87152117722118E-02  -2.87152117722118E-02
  3.48322479842490E+01  -2.87090284971615E-02  -2.87090284971615E-02
  3.48397484467779E+01  -2.87028478844394E-02  -2.87028478844394E-02
  3.48472489093068E+01  -2.86966699323264E-02  -2.86966699323264E-02
  3.48547493718357E+01  -2.86904946391049E-02  -2.86904946391049E-02
  3.48622498343646E+01  -2.86843220030588E-02  -2.86843220030588E-02
  3.48697502968936E+01  -2.86781520224734E-02  -2.86781520224734E-02
  3.48772507594225E+01  -2.86719846956354E-02  -2.86719846956354E-02
  3.48847512219514E+01  -2.86658200208332E-02  -2.86658200208332E-02
  3.48922516844803E+01  -2.86596579963565E-02  -2.86596579963565E-02
  3.48997521470092E+01  -2.86534986204966E-02  -2.86534986204966E-02
  3.49072526095381E+01  -2.86473418915460E-02  -2.86473418915460E-02
  3.49147530720670E+01  -2.86411878077990E-02  -2.86411878077990E-02
  3.49222535345959E+01  -2.86350363675513E-02  -2.86350363675513E-02
  3.49297539971248E+01  -2.86288875690998E-02  -2.86288875690998E-02
  3.49372544596537E+01  -2.86227414107431E-02  -2.86227414107431E-02
  3.49447549221826E+01  -2.86165978907813E-02  -2.86165978907813E-02
  3.49522553847115E+01  -2.86104570075157E-02  -2.86104570075157E-02
  3.49597558472405E+01  -2.86043187592494E-02  -2.86043187592494E-02
  3.49672563097694E+01  -2.85981831442867E-02  -2.85981831442867E-02
  3.49747567722983E+01  -2.85920501609335E-02  -2.85920501609335E-02
  3.49822572348272E+01  -2.85859198074970E-02  -2.85859198074970E-02
  3.49897576973561E+01  -2.85797920822859E-02  -2.85797920822859E-02
  3.49972581598850E+01  -2.85736669836105E-02  -2.85736669836105E-02
  3.50047586224139E+01  -2.85675445097824E-02  -2.85675445097824E-02
  3.50122590849428E+01  -2.85614246591147E-02  -2.85614246591147E-02
  3.50197595474717E+01  -2.85553074299220E-02  -2.85553074299220E-02
  3.50272600100006E+01  -2.85491928205201E-02  -2.85491928205201E-02
  3.50347604725295E+01  -2.85430808292265E-02  -2.85430808292265E-02
  3.50422609350584E+01  -2.85369714543601E-02  -2.85369714543601E-02
  3.50497613975874E+01  -2.85308646942411E-02  -2.85308646942411E-02
  3.50572618601163E+01  -2.85247605471913E-02  -2.85247605471913E-02
  3.50647623226452E+01  -2.85186590115339E-02  -2.85186590115339E-02
  3.50722627851741E+01  -2.85125600855935E-02  -2.85125600855935E-02
  3.50797632477030E+01  -2.85064637676960E-02  -2.85064637676960E-02
  3.50872637102319E+01  -2.85003700561690E-02  -2.85003700561690E-02
  3.50947641727608E+01  -2.84942789493414E-02  -2.84942789493414E-02
  3.51022646352897E+01  -2.84881904455435E-02  -2.84881904455435E-02
  3.51097650978186E+01  -2.84821045431070E-02  -2.84821045431070E-02
  3.51172655603475E+01  -2.84760212403652E-02  -2.84760212403652E-02
  3.51247660228764E+01  -2.84699405356525E-02  -2.84699405356525E-02
  3.51322664854053E+01  -2.84638624273051E-02  -2.84638624273051E-02
  3.51397669479342E+01  -2.84577869136604E-02  -2.84577869136604E-02
  3.51472674104632E+01  -2.84517139930573E-02  -2.84517139930573E-02
  3.51547678729921E+01  -2.84456436638359E-02  -2.84456436638359E-02
  3.51622683355210E+01  -2.84395759243382E-02  -2.84395759243382E-02
  3.51697687980499E+01  -2.84335107729070E-02  -2.84335107729070E-02
  3.51772692605788E+01  -2.84274482078870E-02  -2.84274482078870E-02
  3.51847697231077E+01  -2.84213882276242E-02  -2.84213882276242E-02
  3.51922701856366E+01  -2.84153308304657E-02  -2.84153308304657E-02
  3.51997706481655E+01  -2.84092760147605E-02  -2.84092760147605E-02
  3.52072711106944E+01  -2.84032237788587E-02  -2.84032237788587E-02
  3.52147715732233E+01  -2.83971741211118E-02  -2.83971741211118E-02
  3.52222720357522E+01  -2.83911270398728E-02  -2.83911270398728E-02
  3.52297724982811E+01  -2.83850825334961E-02  -2.83850825334961E-02
  3.52372729608101E+01  -2.83790406003374E-02  -2.83790406003374E-02
  3.52447734233390E+01  -2.83730012387540E-02  -2.83730012387540E-02
  3.52522738858679E+01  -2.83669644471044E-02  -2.83669644471044E-02
  3.52597743483968E+01  -2.83609302237486E-02  -2.83609302237486E-02
  3.52672748109257E+01  -2.83548985670479E-02  -2.83548985670479E-02
  3.52747752734546E+01  -2.83488694753651E-02  -2.83488694753651E-02
  3.52822757359835E+01  -2.83428429470644E-02  -2.83428429470644E-02
  3.52897761985124E+01  -2.83368189805112E-02  -2.83368189805112E-02
  3.52972766610413E+01  -2.83307975740726E-02  -2.83307975740726E-02
  3.53047771235702E+01  -2.83247787261169E-02  -2.83247787261169E-02
  3.53122775860991E+01  -2.83187624350137E-02  -2.83187624350137E-02
  3.53197780486280E+01  -2.83127486991341E-02  -2.83127486991341E-02
  3.53272785111569E+01  -2.83067375168507E-02  -2.83067375168507E-02
  3.53347789736859E+01  -2.83007288865372E-02  -2.83007288865372E-02
  3.53422794362148E+01  -2.82947228065690E-02  -2.82947228065690E-02
  3.53497798987437E+01  -2.82887192753226E-02  -2.82887192753226E-02
  3.53572803612726E+01  -2.82827182911759E-02  -2.82827182911759E-02
  3.53647808238015E+01  -2.82767198525085E-02  -2.82767198525085E-02
  3.53722812863304E+01  -2.82707239577010E-02  -2.82707239577010E-02
  3.53797817488593E+01  -2.82647306051356E-02  -2.82647306051356E-02
  3.53872822113882E+01  -2.82587397931956E-02  -2.82587397931956E-02
  3.53947826739171E+01  -2.82527515202661E-02  -2.82527515202661E-02
  3.54022831364460E+01  -2.82467657847332E-02  -2.82467657847332E-02
  3.54097835989749E+01  -2.82407825849845E-02  -2.82407825849845E-02
  3.54172840615038E+01  -2.82348019194089E-02  -2.82348019194089E-02
  3.54247845240328E+01  -2.82288237863969E-02  -2.82288237863969E-02
  3.54322849865617E+01  -2.82228481843400E-02  -2.82228481843400E-02
  3.54397854490906E+01  -2.82168751116314E-02  -2.82168751116314E-02
  3.54472859116195E+01  -2.82109045666654E-02  -2.82109045666654E-02
  3.54547863741484E+01  -2.82049365478378E-02  -2.82049365478378E-02
  3.54622868366773E+01  -2.81989710535458E-02  -2.81989710535458E-02
  3.54697872992062E+01  -2.81930080821877E-02  -2.81930080821877E-02
  3.54772877617351E+01  -2.81870476321635E-02  -2.81870476321635E-02
  3.54847882242640E+01  -2.81810897018744E-02  -2.81810897018744E-02
  3.54922886867929E+01  -2.81751342897228E-02  -2.81751342897228E-02
  3.54997891493218E+01  -2.81691813941127E-02  -2.81691813941127E-02
  3.55072896118507E+01  -2.81632310134493E-02  -2.81632310134493E-02
  3.55147900743797E+01  -2.81572831461391E-02  -2.81572831461391E-02
  3.55222905369086E+01  -2.81513377905902E-02  -2.81513377905903E-02
  3.55297909994375E+01  -2.81453949452118E-02  -2.81453949452118E-02
  3.55372914619664E+01  -2.81394546084145E-02  -2.81394546084145E-02
  3.55447919244953E+01  -2.81335167786103E-02  -2.81335167786103E-02
  3.55522923870242E+01  -2.81275814542124E-02  -2.81275814542125E-02
  3.55597928495531E+01  -2.81216486336356E-02  -2.81216486336356E-02
  3.55672933120820E+01  -2.81157183152957E-02  -2.81157183152957E-02
  3.55747937746109E+01  -2.81097904976102E-02  -2.81097904976102E-02
  3.55822942371398E+01  -2.81038651789976E-02  -2.81038651789976E-02
  3.55897946996687E+01  -2.80979423578779E-02  -2.80979423578779E-02
  3.55972951621976E+01  -2.80920220326724E-02  -2.80920220326724E-02
  3.56047956247265E+01  -2.80861042018039E-02  -2.80861042018039E-02
  3.56122960872555E+01  -2.80801888636961E-02  -2.80801888636961E-02
  3.56197965497844E+01  -2.80742760167746E-02  -2.80742760167745E-02
  3.56272970123133E+01  -2.80683656594657E-02  -2.80683656594657E-02
  3.56347974748422E+01  -2.80624577901976E-02  -2.80624577901976E-02
  3.56422979373711E+01  -2.80565524073995E-02  -2.80565524073995E-02
  3.56497983999000E+01  -2.80506495095020E-02  -2.80506495095020E-02
  3.56572988624289E+01  -2.80447490949370E-02  -2.80447490949370E-02
  3.56647993249578E+01  -2.80388511621377E-02  -2.80388511621377E-02
  3.56722997874867E+01  -2.80329557095386E-02  -2.80329557095386E-02
  3.56798002500156E+01  -2.80270627355758E-02  -2.80270627355758E-02
  3.56873007125445E+01  -2.80211722386862E-02  -2.80211722386862E-02
  3.56948011750734E+01  -2.80152842173085E-02  -2.80152842173085E-02
  3.57023016376024E+01  -2.80093986698824E-02  -2.80093986698824E-02
  3.57098021001313E+01  -2.80035155948491E-02  -2.80035155948491E-02
  3.57173025626602E+01  -2.79976349906509E-02  -2.79976349906509E-02
  3.57248030251891E+01  -2.79917568557317E-02  -2.79917568557317E-02
  3.57323034877180E+01  -2.79858811885364E-02  -2.79858811885364E-02
  3.57398039502469E+01  -2.79800079875114E-02  -2.79800079875114E-02
  3.57473044127758E+01  -2.79741372511044E-02  -2.79741372511044E-02
  3.57548048753047E+01  -2.79682689777643E-02  -2.79682689777643E-02
  3.57623053378336E+01  -2.79624031659414E-02  -2.79624031659413E-02
  3.57698058003625E+01  -2.79565398140871E-02  -2.79565398140871E-02
  3.57773062628914E+01  -2.79506789206545E-02  -2.79506789206545E-02
  3.57848067254203E+01  -2.79448204840976E-02  -2.79448204840976E-02
  3.57923071879492E+01  -2.79389645028719E-02  -2.79389645028719E-02
  3.57998076504782E+01  -2.79331109754341E-02  -2.79331109754341E-02
  3.58073081130071E+01  -2.79272599002422E-02  -2.79272599002422E-02
  3.58148085755360E+01  -2.79214112757556E-02  -2.79214112757556E-02
  3.58223090380649E+01  -2.79155651004350E-02  -2.79155651004350E-02
  3.58298095005938E+01  -2.79097213727421E-02  -2.79097213727421E-02
  3.58373099631227E+01  -2.79038800911402E-02  -2.79038800911402E-02
  3.58448104256516E+01  -2.78980412540938E-02  -2.78980412540938E-02
  3.58523108881805E+01  -2.78922048600686E-02  -2.78922048600686E-02
  3.58598113507094E+01  -2.78863709075317E-02  -2.78863709075317E-02
  3.58673118132383E+01  -2.78805393949515E-02  -2.78805393949515E-02
  3.58748122757672E+01  -2.78747103207974E-02  -2.78747103207974E-02
  3.58823127382961E+01  -2.78688836835405E-02  -2.78688836835405E-02
  3.58898132008251E+01  -2.78630594816529E-02  -2.78630594816529E-02
  3.58973136633540E+01  -2.78572377136080E-02  -2.78572377136080E-02
  3.59048141258829E+01  -2.78514183778806E-02  -2.78514183778806E-02
  3.59123145884118E+01  -2.78456014729466E-02  -2.78456014729466E-02
  3.59198150509407E+01  -2.78397869972833E-02  -2.78397869972833E-02
  3.59273155134696E+01  -2.78339749493693E-02  -2.78339749493693E-02
  3.59348159759985E+01  -2.78281653276844E-02  -2.78281653276844E-02
  3.59423164385274E+01  -2.78223581307096E-02  -2.78223581307096E-02
  3.59498169010563E+01  -2.78165533569273E-02  -2.78165533569273E-02
  3.59573173635852E+01  -2.78107510048211E-02  -2.78107510048211E-02
  3.59648178261141E+01  -2.78049510728759E-02  -2.78049510728759E-02
  3.59723182886430E+01  -2.77991535595779E-02  -2.77991535595779E-02
  3.59798187511719E+01  -2.77933584634144E-02  -2.77933584634144E-02
  3.59873192137009E+01  -2.77875657828741E-02  -2.77875657828741E-02
  3.59948196762298E+01  -2.77817755164469E-02  -2.77817755164469E-02
  3.60023201387587E+01  -2.77759876626240E-02  -2.77759876626240E-02
  3.60098206012876E+01  -2.77702022198979E-02  -2.77702022198979E-02
  3.60173210638165E+01  -2.77644191867622E-02  -2.77644191867622E-02
  3.60248215263454E+01  -2.77586385617119E-02  -2.77586385617119E-02
  3.60323219888743E+01  -2.77528603432432E-02  -2.77528603432432E-02
  3.60398224514032E+01  -2.77470845298536E-02  -2.77470845298536E-02
  3.60473229139321E+01  -2.77413111200417E-02  -2.77413111200417E-02
  3.60548233764610E+01  -2.77355401123076E-02  -2.77355401123076E-02
  3.60623238389899E+01  -2.77297715051524E-02  -2.77297715051524E-02
  3.60698243015188E+01  -2.77240052970785E-02  -2.77240052970785E-02
  3.60773247640478E+01  -2.77182414865897E-02  -2.77182414865897E-02
  3.60848252265767E+01  -2.77124800721910E-02  -2.77124800721910E-02
  3.60923256891056E+01  -2.77067210523884E-02  -2.77067210523884E-02
  3.60998261516345E+01  -2.77009644256894E-02  -2.77009644256894E-02
  3.61073266141634E+01  -2.76952101906028E-02  -2.76952101906028E-02
  3.61148270766923E+01  -2.76894583456383E-02  -2.76894583456383E-02
  3.61223275392212E+01  -2.76837088893071E-02  -2.76837088893071E-02
  3.61298280017501E+01  -2.76779618201216E-02  -2.76779618201216E-02
  3.61373284642790E+01  -2.76722171365954E-02  -2.76722171365954E-02
  3.61448289268079E+01  -2.76664748372434E-02  -2.76664748372434E-02
  3.61523293893368E+01  -2.76607349205817E-02  -2.76607349205817E-02
  3.61598298518657E+01  -2.76549973851274E-02  -2.76549973851274E-02
  3.61673303143947E+01  -2.76492622293993E-02  -2.76492622293993E-02
  3.61748307769236E+01  -2.76435294519170E-02  -2.76435294519170E-02
  3.61823312394525E+01  -2.76377990512016E-02  -2.76377990512016E-02
  3.61898317019814E+01  -2.76320710257752E-02  -2.76320710257752E-02
  3.61973321645103E+01  -2.76263453741613E-02  -2.76263453741613E-02
  3.62048326270392E+01  -2.76206220948847E-02  -2.76206220948847E-02
  3.62123330895681E+01  -2.76149011864711E-02  -2.76149011864711E-02
  3.62198335520970E+01  -2.76091826474477E-02  -2.76091826474477E-02
  3.62273340146259E+01  -2.76034664763428E-02  -2.76034664763428E-02
  3.62348344771548E+01  -2.75977526716860E-02  -2.75977526716860E-02
  3.62423349396837E+01  -2.75920412320081E-02  -2.75920412320081E-02
  3.62498354022126E+01  -2.75863321558409E-02  -2.75863321558409E-02
  3.62573358647415E+01  -2.75806254417179E-02  -2.75806254417179E-02
  3.62648363272705E+01  -2.75749210881732E-02  -2.75749210881732E-02
  3.62723367897994E+01  -2.75692190937426E-02  -2.75692190937426E-02
  3.62798372523283E+01  -2.75635194569630E-02  -2.75635194569630E-02
  3.62873377148572E+01  -2.75578221763722E-02  -2.75578221763722E-02
  3.62948381773861E+01  -2.75521272505097E-02  -2.75521272505097E-02
  3.63023386399150E+01  -2.75464346779159E-02  -2.75464346779159E-02
  3.63098391024439E+01  -2.75407444571324E-02  -2.75407444571324E-02
  3.63173395649728E+01  -2.75350565867021E-02  -2.75350565867021E-02
  3.63248400275017E+01  -2.75293710651690E-02  -2.75293710651690E-02
  3.63323404900306E+01  -2.75236878910786E-02  -2.75236878910786E-02
  3.63398409525595E+01  -2.75180070629772E-02  -2.75180070629772E-02
  3.63473414150884E+01  -2.75123285794125E-02  -2.75123285794125E-02
  3.63548418776174E+01  -2.75066524389334E-02  -2.75066524389334E-02
  3.63623423401463E+01  -2.75009786400899E-02  -2.75009786400899E-02
  3.63698428026752E+01  -2.74953071814334E-02  -2.74953071814334E-02
  3.63773432652041E+01  -2.74896380615164E-02  -2.74896380615164E-02
  3.63848437277330E+01  -2.74839712788924E-02  -2.74839712788924E-02
  3.63923441902619E+01  -2.74783068321163E-02  -2.74783068321163E-02
  3.63998446527908E+01  -2.74726447197441E-02  -2.74726447197441E-02
  3.64073451153197E+01  -2.74669849403332E-02  -2.74669849403332E-02
  3.64148455778486E+01  -2.74613274924419E-02  -2.74613274924419E-02
  3.64223460403775E+01  -2.74556723746298E-02  -2.74556723746298E-02
  3.64298465029064E+01  -2.74500195854577E-02  -2.74500195854577E-02
  3.64373469654353E+01  -2.74443691234877E-02  -2.74443691234877E-02
  3.64448474279642E+01  -2.74387209872827E-02  -2.74387209872827E-02
  3.64523478904932E+01  -2.74330751754073E-02  -2.74330751754073E-02
  3.64598483530221E+01  -2.74274316864270E-02  -2.74274316864270E-02
  3.64673488155510E+01  -2.74217905189084E-02  -2.74217905189084E-02
  3.64748492780799E+01  -2.74161516714194E-02  -2.74161516714194E-02
  3.64823497406088E+01  -2.74105151425291E-02  -2.74105151425291E-02
  3.64898502031377E+01  -2.74048809308078E-02  -2.74048809308078E-02
  3.64973506656666E+01  -2.73992490348268E-02  -2.73992490348268E-02
  3.65048511281955E+01  -2.73936194531587E-02  -2.73936194531587E-02
  3.65123515907244E+01  -2.73879921843774E-02  -2.73879921843774E-02
  3.65198520532533E+01  -2.73823672270577E-02  -2.73823672270577E-02
  3.65273525157822E+01  -2.73767445797758E-02  -2.73767445797758E-02
  3.65348529783111E+01  -2.73711242411089E-02  -2.73711242411089E-02
  3.65423534408401E+01  -2.73655062096354E-02  -2.73655062096354E-02
  3.65498539033690E+01  -2.73598904839350E-02  -2.73598904839350E-02
  3.65573543658979E+01  -2.73542770625885E-02  -2.73542770625885E-02
  3.65648548284268E+01  -2.73486659441778E-02  -2.73486659441778E-02
  3.65723552909557E+01  -2.73430571272860E-02  -2.73430571272860E-02
  3.65798557534846E+01  -2.73374506104973E-02  -2.73374506104973E-02
  3.65873562160135E+01  -2.73318463923972E-02  -2.73318463923972E-02
  3.65948566785424E+01  -2.73262444715723E-02  -2.73262444715723E-02
  3.66023571410713E+01  -2.73206448466103E-02  -2.73206448466103E-02
  3.66098576036002E+01  -2.73150475161001E-02  -2.73150475161001E-02
  3.66173580661291E+01  -2.73094524786318E-02  -2.73094524786318E-02
  3.66248585286580E+01  -2.73038597327966E-02  -2.73038597327966E-02
  3.66323589911870E+01  -2.72982692771869E-02  -2.72982692771869E-02
  3.66398594537159E+01  -2.72926811103961E-02  -2.72926811103961E-02
  3.66473599162448E+01  -2.72870952310190E-02  -2.72870952310190E-02
  3.66548603787737E+01  -2.72815116376514E-02  -2.72815116376514E-02
  3.66623608413026E+01  -2.72759303288902E-02  -2.72759303288902E-02
  3.66698613038315E+01  -2.72703513033335E-02  -2.72703513033335E-02
  3.66773617663604E+01  -2.72647745595807E-02  -2.72647745595807E-02
  3.66848622288893E+01  -2.72592000962321E-02  -2.72592000962321E-02
  3.66923626914182E+01  -2.72536279118893E-02  -2.72536279118893E-02
  3.66998631539471E+01  -2.72480580051549E-02  -2.72480580051550E-02
  3.67073636164760E+01  -2.72424903746330E-02  -2.72424903746329E-02
  3.67148640790049E+01  -2.72369250189283E-02  -2.72369250189283E-02
  3.67223645415338E+01  -2.72313619366470E-02  -2.72313619366470E-02
  3.67298650040628E+01  -2.72258011263964E-02  -2.72258011263964E-02
  3.67373654665917E+01  -2.72202425867849E-02  -2.72202425867849E-02
  3.67448659291206E+01  -2.72146863164220E-02  -2.72146863164220E-02
  3.67523663916495E+01  -2.72091323139184E-02  -2.72091323139184E-02
  3.67598668541784E+01  -2.72035805778859E-02  -2.72035805778859E-02
  3.67673673167073E+01  -2.71980311069374E-02  -2.71980311069374E-02
  3.67748677792362E+01  -2.71924838996870E-02  -2.71924838996870E-02
  3.67823682417651E+01  -2.71869389547499E-02  -2.71869389547499E-02
  3.67898687042940E+01  -2.71813962707424E-02  -2.71813962707424E-02
  3.67973691668229E+01  -2.71758558462819E-02  -2.71758558462819E-02
  3.68048696293518E+01  -2.71703176799871E-02  -2.71703176799871E-02
  3.68123700918807E+01  -2.71647817704777E-02  -2.71647817704777E-02
  3.68198705544097E+01  -2.71592481163744E-02  -2.71592481163744E-02
  3.68273710169386E+01  -2.71537167162993E-02  -2.71537167162993E-02
  3.68348714794675E+01  -2.71481875688754E-02  -2.71481875688754E-02
  3.68423719419964E+01  -2.71426606727268E-02  -2.71426606727268E-02
  3.68498724045253E+01  -2.71371360264791E-02  -2.71371360264791E-02
  3.68573728670542E+01  -2.71316136287585E-02  -2.71316136287585E-02
  3.68648733295831E+01  -2.71260934781926E-02  -2.71260934781926E-02
  3.68723737921120E+01  -2.71205755734101E-02  -2.71205755734101E-02
  3.68798742546409E+01  -2.71150599130408E-02  -2.71150599130408E-02
  3.68873747171698E+01  -2.71095464957156E-02  -2.71095464957156E-02
  3.68948751796987E+01  -2.71040353200665E-02  -2.71040353200665E-02
  3.69023756422276E+01  -2.70985263847267E-02  -2.70985263847267E-02
  3.69098761047565E+01  -2.70930196883303E-02  -2.70930196883303E-02
  3.69173765672855E+01  -2.70875152295127E-02  -2.70875152295127E-02
  3.69248770298144E+01  -2.70820130069104E-02  -2.70820130069104E-02
  3.69323774923433E+01  -2.70765130191610E-02  -2.70765130191610E-02
  3.69398779548722E+01  -2.70710152649030E-02  -2.70710152649030E-02
  3.69473784174011E+01  -2.70655197427764E-02  -2.70655197427764E-02
  3.69548788799300E+01  -2.70600264514219E-02  -2.70600264514219E-02
  3.69623793424589E+01  -2.70545353894817E-02  -2.70545353894817E-02
  3.69698798049878E+01  -2.70490465555986E-02  -2.70490465555986E-02
  3.69773802675167E+01  -2.70435599484170E-02  -2.70435599484170E-02
  3.69848807300456E+01  -2.70380755665821E-02  -2.70380755665821E-02
  3.69923811925745E+01  -2.70325934087403E-02  -2.70325934087403E-02
  3.69998816551034E+01  -2.70271134735391E-02  -2.70271134735392E-02
  3.70073821176324E+01  -2.70216357596271E-02  -2.70216357596271E-02
  3.70148825801613E+01  -2.70161602656540E-02  -2.70161602656540E-02
  3.70223830426902E+01  -2.70106869902704E-02  -2.70106869902704E-02
  3.70298835052191E+01  -2.70052159321284E-02  -2.70052159321284E-02
  3.70373839677480E+01  -2.69997470898808E-02  -2.69997470898808E-02
  3.70448844302769E+01  -2.69942804621816E-02  -2.69942804621816E-02
  3.70523848928058E+01  -2.69888160476861E-02  -2.69888160476861E-02
  3.70598853553347E+01  -2.69833538450505E-02  -2.69833538450505E-02
  3.70673858178636E+01  -2.69778938529320E-02  -2.69778938529320E-02
  3.70748862803925E+01  -2.69724360699890E-02  -2.69724360699890E-02
  3.70823867429214E+01  -2.69669804948811E-02  -2.69669804948811E-02
  3.70898872054503E+01  -2.69615271262688E-02  -2.69615271262688E-02
  3.70973876679792E+01  -2.69560759628138E-02  -2.69560759628138E-02
  3.71048881305082E+01  -2.69506270031788E-02  -2.69506270031788E-02
  3.71123885930371E+01  -2.69451802460275E-02  -2.69451802460275E-02
  3.71198890555660E+01  -2.69397356900250E-02  -2.69397356900250E-02
  3.71273895180949E+01  -2.69342933338372E-02  -2.69342933338372E-02
  3.71348899806238E+01  -2.69288531761311E-02  -2.69288531761311E-02
  3.71423904431527E+01  -2.69234152155749E-02  -2.69234152155749E-02
  3.71498909056816E+01  -2.69179794508377E-02  -2.69179794508377E-02
  3.71573913682105E+01  -2.69125458805899E-02  -2.69125458805899E-02
  3.71648918307394E+01  -2.69071145035028E-02  -2.69071145035028E-02
  3.71723922932683E+01  -2.69016853182488E-02  -2.69016853182488E-02
  3.71798927557972E+01  -2.68962583235014E-02  -2.68962583235014E-02
  3.71873932183262E+01  -2.68908335179352E-02  -2.68908335179352E-02
  3.71948936808551E+01  -2.68854109002258E-02  -2.68854109002258E-02
  3.72023941433840E+01  -2.68799904690499E-02  -2.68799904690499E-02
  3.72098946059129E+01  -2.68745722230854E-02  -2.68745722230854E-02
  3.72173950684418E+01  -2.68691561610109E-02  -2.68691561610109E-02
  3.72248955309707E+01  -2.68637422815065E-02  -2.68637422815065E-02
  3.72323959934996E+01  -2.68583305832531E-02  -2.68583305832531E-02
  3.72398964560285E+01  -2.68529210649327E-02  -2.68529210649327E-02
  3.72473969185574E+01  -2.68475137252284E-02  -2.68475137252284E-02
  3.72548973810863E+01  -2.68421085628244E-02  -2.68421085628244E-02
  3.72623978436152E+01  -2.68367055764058E-02  -2.68367055764058E-02
  3.72698983061441E+01  -2.68313047646590E-02  -2.68313047646590E-02
  3.72773987686730E+01  -2.68259061262712E-02  -2.68259061262712E-02
  3.72848992312020E+01  -2.68205096599308E-02  -2.68205096599308E-02
  3.72923996937309E+01  -2.68151153643274E-02  -2.68151153643274E-02
  3.72999001562598E+01  -2.68097232381513E-02  -2.68097232381513E-02
  3.73074006187887E+01  -2.68043332800941E-02  -2.68043332800941E-02
  3.73149010813176E+01  -2.67989454888484E-02  -2.67989454888484E-02
  3.73224015438465E+01  -2.67935598631079E-02  -2.67935598631079E-02
  3.73299020063754E+01  -2.67881764015672E-02  -2.67881764015672E-02
  3.73374024689043E+01  -2.67827951029221E-02  -2.67827951029220E-02
  3.73449029314332E+01  -2.67774159658693E-02  -2.67774159658693E-02
  3.73524033939621E+01  -2.67720389891068E-02  -2.67720389891068E-02
  3.73599038564910E+01  -2.67666641713334E-02  -2.67666641713334E-02
  3.73674043190199E+01  -2.67612915112491E-02  -2.67612915112491E-02
  3.73749047815488E+01  -2.67559210075547E-02  -2.67559210075547E-02
  3.73824052440778E+01  -2.67505526589524E-02  -2.67505526589524E-02
  3.73899057066067E+01  -2.67451864641452E-02  -2.67451864641452E-02
  3.73974061691356E+01  -2.67398224218371E-02  -2.67398224218371E-02
  3.74049066316645E+01  -2.67344605307333E-02  -2.67344605307333E-02
  3.74124070941934E+01  -2.67291007895401E-02  -2.67291007895401E-02
  3.74199075567223E+01  -2.67237431969646E-02  -2.67237431969646E-02
  3.74274080192512E+01  -2.67183877517150E-02  -2.67183877517150E-02
  3.74349084817801E+01  -2.67130344525006E-02  -2.67130344525006E-02
  3.74424089443090E+01  -2.67076832980318E-02  -2.67076832980318E-02
  3.74499094068379E+01  -2.67023342870200E-02  -2.67023342870200E-02
  3.74574098693668E+01  -2.66969874181774E-02  -2.66969874181774E-02
  3.74649103318957E+01  -2.66916426902175E-02  -2.66916426902175E-02
  3.74724107944247E+01  -2.66863001018548E-02  -2.66863001018548E-02
  3.74799112569536E+01  -2.66809596518047E-02  -2.66809596518047E-02
  3.74874117194825E+01  -2.66756213387838E-02  -2.66756213387838E-02
  3.74949121820114E+01  -2.66702851615095E-02  -2.66702851615095E-02
  3.75024126445403E+01  -2.66649511187004E-02  -2.66649511187004E-02
  3.75099131070692E+01  -2.66596192090762E-02  -2.66596192090762E-02
  3.75174135695981E+01  -2.66542894313573E-02  -2.66542894313573E-02
  3.75249140321270E+01  -2.66489617842655E-02  -2.66489617842655E-02
  3.75324144946559E+01  -2.66436362665233E-02  -2.66436362665233E-02
  3.75399149571848E+01  -2.66383128768545E-02  -2.66383128768545E-02
  3.75474154197137E+01  -2.66329916139837E-02  -2.66329916139837E-02
  3.75549158822426E+01  -2.66276724766367E-02  -2.66276724766367E-02
  3.75624163447715E+01  -2.66223554635402E-02  -2.66223554635402E-02
  3.75699168073005E+01  -2.66170405734219E-02  -2.66170405734219E-02
  3.75774172698294E+01  -2.66117278050105E-02  -2.66117278050105E-02
  3.75849177323583E+01  -2.66064171570359E-02  -2.66064171570359E-02
  3.75924181948872E+01  -2.66011086282288E-02  -2.66011086282288E-02
  3.75999186574161E+01  -2.65958022173211E-02  -2.65958022173211E-02
