# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p  R_3d
  1.16159763185199E+02  -1.54653504092840E-27   3.13290522810758E-15  -2.08239924334490E-09   1.20300970245004E-22  -3.55287255600127E-13   1.95507502662519E-13
  1.16167263647728E+02  -1.53964082643127E-27   3.12350833375463E-15  -2.07726665816649E-09   1.19842642457813E-22  -3.54298004701428E-13   1.94963896669123E-13
  1.16174764110257E+02  -1.53277596855254E-27   3.11413286930808E-15  -2.07214068139995E-09   1.19385900107430E-22  -3.53310643466415E-13   1.94421325311945E-13
  1.16182264572786E+02  -1.52594033650349E-27   3.10477877063902E-15  -2.06702129686755E-09   1.18930737158798E-22  -3.52325166650661E-13   1.93879785723187E-13
  1.16189765035315E+02  -1.51913380005168E-27   3.09544597376392E-15  -2.06190848841186E-09   1.18477147597701E-22  -3.51341569019669E-13   1.93339275040466E-13
  1.16197265497844E+02  -1.51235622951851E-27   3.08613441484423E-15  -2.05680223989575E-09   1.18025125430677E-22  -3.50359845348839E-13   1.92799790406790E-13
  1.16204765960373E+02  -1.50560749577677E-27   3.07684403018590E-15  -2.05170253520228E-09   1.17574664684947E-22  -3.49379990423444E-13   1.92261328970547E-13
  1.16212266422901E+02  -1.49888747024811E-27   3.06757475623899E-15  -2.04660935823468E-09   1.17125759408330E-22  -3.48401999038601E-13   1.91723887885492E-13
  1.16219766885430E+02  -1.49219602490068E-27   3.05832652959721E-15  -2.04152269291630E-09   1.16678403669168E-22  -3.47425865999243E-13   1.91187464310729E-13
  1.16227267347959E+02  -1.48553303224662E-27   3.04909928699750E-15  -2.03644252319055E-09   1.16232591556246E-22  -3.46451586120094E-13   1.90652055410696E-13
  1.16234767810488E+02  -1.47889836533971E-27   3.03989296531960E-15  -2.03136883302085E-09   1.15788317178718E-22  -3.45479154225640E-13   1.90117658355151E-13
  1.16242268273017E+02  -1.47229189777288E-27   3.03070750158562E-15  -2.02630160639061E-09   1.15345574666024E-22  -3.44508565150099E-13   1.89584270319160E-13
  1.16249768735546E+02  -1.46571350367587E-27   3.02154283295961E-15  -2.02124082730313E-09   1.14904358167815E-22  -3.43539813737402E-13   1.89051888483077E-13
  1.16257269198075E+02  -1.45916305771279E-27   3.01239889674714E-15  -2.01618647978158E-09   1.14464661853875E-22  -3.42572894841156E-13   1.88520510032533E-13
  1.16264769660604E+02  -1.45264043507975E-27   3.00327563039486E-15  -2.01113854786897E-09   1.14026479914049E-22  -3.41607803324625E-13   1.87990132158418E-13
  1.16272270123133E+02  -1.44614551150251E-27   2.99417297149008E-15  -2.00609701562806E-09   1.13589806558159E-22  -3.40644534060696E-13   1.87460752056872E-13
  1.16279770585662E+02  -1.43967816323409E-27   2.98509085776038E-15  -2.00106186714133E-09   1.13154636015931E-22  -3.39683081931860E-13   1.86932366929263E-13
  1.16287271048191E+02  -1.43323826705239E-27   2.97602922707311E-15  -1.99603308651092E-09   1.12720962536921E-22  -3.38723441830176E-13   1.86404973982179E-13
  1.16294771510719E+02  -1.42682570025793E-27   2.96698801743505E-15  -1.99101065785861E-09   1.12288780390438E-22  -3.37765608657252E-13   1.85878570427408E-13
  1.16302271973248E+02  -1.42044034067143E-27   2.95796716699194E-15  -1.98599456532574E-09   1.11858083865464E-22  -3.36809577324214E-13   1.85353153481927E-13
  1.16309772435777E+02  -1.41408206663153E-27   2.94896661402807E-15  -1.98098479307317E-09   1.11428867270586E-22  -3.35855342751678E-13   1.84828720367885E-13
  1.16317272898306E+02  -1.40775075699246E-27   2.93998629696586E-15  -1.97598132528123E-09   1.11001124933917E-22  -3.34902899869730E-13   1.84305268312591E-13
  1.16324773360835E+02  -1.40144629112174E-27   2.93102615436545E-15  -1.97098414614969E-09   1.10574851203021E-22  -3.33952243617890E-13   1.83782794548497E-13
  1.16332273823364E+02  -1.39516854889791E-27   2.92208612492429E-15  -1.96599323989767E-09   1.10150040444838E-22  -3.33003368945091E-13   1.83261296313184E-13
  1.16339774285893E+02  -1.38891741070819E-27   2.91316614747668E-15  -1.96100859076364E-09   1.09726687045614E-22  -3.32056270809654E-13   1.82740770849351E-13
  1.16347274748422E+02  -1.38269275744627E-27   2.90426616099340E-15  -1.95603018300532E-09   1.09304785410823E-22  -3.31110944179256E-13   1.82221215404794E-13
  1.16354775210951E+02  -1.37649447050997E-27   2.89538610458129E-15  -1.95105800089969E-09   1.08884329965091E-22  -3.30167384030908E-13   1.81702627232396E-13
  1.16362275673480E+02  -1.37032243179907E-27   2.88652591748281E-15  -1.94609202874288E-09   1.08465315152131E-22  -3.29225585350926E-13   1.81185003590114E-13
  1.16369776136008E+02  -1.36417652371298E-27   2.87768553907564E-15  -1.94113225085017E-09   1.08047735434661E-22  -3.28285543134906E-13   1.80668341740960E-13
  1.16377276598537E+02  -1.35805662914857E-27   2.86886490887229E-15  -1.93617865155590E-09   1.07631585294336E-22  -3.27347252387697E-13   1.80152638952990E-13
  1.16384777061066E+02  -1.35196263149789E-27   2.86006396651964E-15  -1.93123121521346E-09   1.07216859231673E-22  -3.26410708123374E-13   1.79637892499289E-13
  1.16392277523595E+02  -1.34589441464600E-27   2.85128265179859E-15  -1.92628992619524E-09   1.06803551765979E-22  -3.25475905365214E-13   1.79124099657956E-13
  1.16399777986124E+02  -1.33985186296872E-27   2.84252090462361E-15  -1.92135476889253E-09   1.06391657435281E-22  -3.24542839145667E-13   1.78611257712090E-13
  1.16407278448653E+02  -1.33383486133046E-27   2.83377866504231E-15  -1.91642572771552E-09   1.05981170796250E-22  -3.23611504506333E-13   1.78099363949777E-13
  1.16414778911182E+02  -1.32784329508200E-27   2.82505587323511E-15  -1.91150278709327E-09   1.05572086424132E-22  -3.22681896497933E-13   1.77588415664073E-13
  1.16422279373711E+02  -1.32187705005833E-27   2.81635246951476E-15  -1.90658593147358E-09   1.05164398912677E-22  -3.21754010180284E-13   1.77078410152993E-13
  1.16429779836240E+02  -1.31593601257650E-27   2.80766839432597E-15  -1.90167514532303E-09   1.04758102874064E-22  -3.20827840622273E-13   1.76569344719495E-13
  1.16437280298769E+02  -1.31002006943341E-27   2.79900358824499E-15  -1.89677041312688E-09   1.04353192938835E-22  -3.19903382901832E-13   1.76061216671466E-13
  1.16444780761298E+02  -1.30412910790367E-27   2.79035799197921E-15  -1.89187171938905E-09   1.03949663755821E-22  -3.18980632105908E-13   1.75554023321708E-13
  1.16452281223826E+02  -1.29826301573748E-27   2.78173154636677E-15  -1.88697904863203E-09   1.03547509992070E-22  -3.18059583330445E-13   1.75047761987924E-13
  1.16459781686355E+02  -1.29242168115848E-27   2.77312419237615E-15  -1.88209238539689E-09   1.03146726332783E-22  -3.17140231680350E-13   1.74542429992704E-13
  1.16467282148884E+02  -1.28660499286162E-27   2.76453587110574E-15  -1.87721171424319E-09   1.02747307481237E-22  -3.16222572269471E-13   1.74038024663513E-13
  1.16474782611413E+02  -1.28081284001103E-27   2.75596652378349E-15  -1.87233701974894E-09   1.02349248158718E-22  -3.15306600220573E-13   1.73534543332670E-13
  1.16482283073942E+02  -1.27504511223795E-27   2.74741609176647E-15  -1.86746828651057E-09   1.01952543104453E-22  -3.14392310665307E-13   1.73031983337345E-13
  1.16489783536471E+02  -1.26930169963860E-27   2.73888451654050E-15  -1.86260549914286E-09   1.01557187075537E-22  -3.13479698744190E-13   1.72530342019533E-13
  1.16497283999000E+02  -1.26358249277209E-27   2.73037173971973E-15  -1.85774864227889E-09   1.01163174846869E-22  -3.12568759606576E-13   1.72029616726051E-13
  1.16504784461529E+02  -1.25788738265834E-27   2.72187770304625E-15  -1.85289770057003E-09   1.00770501211076E-22  -3.11659488410632E-13   1.71529804808516E-13
  1.16512284924058E+02  -1.25221626077603E-27   2.71340234838970E-15  -1.84805265868584E-09   1.00379160978452E-22  -3.10751880323311E-13   1.71030903623335E-13
  1.16519785386587E+02  -1.24656901906050E-27   2.70494561774687E-15  -1.84321350131407E-09   9.99891489768847E-23  -3.09845930520328E-13   1.70532910531692E-13
  1.16527285849116E+02  -1.24094554990171E-27   2.69650745324130E-15  -1.83838021316057E-09   9.96004600517878E-23  -3.08941634186133E-13   1.70035822899530E-13
  1.16534786311644E+02  -1.23534574614221E-27   2.68808779712291E-15  -1.83355277894927E-09   9.92130890660351E-23  -3.08038986513888E-13   1.69539638097540E-13
  1.16542286774173E+02  -1.22976950107508E-27   2.67968659176756E-15  -1.82873118342214E-09   9.88270308998909E-23  -3.07137982705440E-13   1.69044353501149E-13
  1.16549787236702E+02  -1.22421670844188E-27   2.67130377967671E-15  -1.82391541133912E-09   9.84422804509434E-23  -3.06238617971295E-13   1.68549966490503E-13
  1.16557287699231E+02  -1.21868726243069E-27   2.66293930347700E-15  -1.81910544747806E-09   9.80588326340372E-23  -3.05340887530596E-13   1.68056474450454E-13
  1.16564788161760E+02  -1.21318105767404E-27   2.65459310591987E-15  -1.81430127663472E-09   9.76766823812059E-23  -3.04444786611092E-13   1.67563874770546E-13
  1.16572288624289E+02  -1.20769798924694E-27   2.64626512988117E-15  -1.80950288362269E-09   9.72958246416062E-23  -3.03550310449120E-13   1.67072164845004E-13
  1.16579789086818E+02  -1.20223795266485E-27   2.63795531836074E-15  -1.80471025327334E-09   9.69162543814501E-23  -3.02657454289575E-13   1.66581342072716E-13
  1.16587289549347E+02  -1.19680084388172E-27   2.62966361448210E-15  -1.79992337043580E-09   9.65379665839398E-23  -3.01766213385885E-13   1.66091403857225E-13
  1.16594790011876E+02  -1.19138655928801E-27   2.62138996149196E-15  -1.79514221997687E-09   9.61609562492004E-23  -3.00876582999990E-13   1.65602347606709E-13
  1.16602290474405E+02  -1.18599499570872E-27   2.61313430275994E-15  -1.79036678678103E-09   9.57852183942149E-23  -2.99988558402311E-13   1.65114170733971E-13
  1.16609790936934E+02  -1.18062605040138E-27   2.60489658177810E-15  -1.78559705575033E-09   9.54107480527579E-23  -2.99102134871731E-13   1.64626870656425E-13
  1.16617291399462E+02  -1.17527962105418E-27   2.59667674216059E-15  -1.78083301180440E-09   9.50375402753303E-23  -2.98217307695567E-13   1.64140444796085E-13
  1.16624791861991E+02  -1.16995560578396E-27   2.58847472764327E-15  -1.77607463988035E-09   9.46655901290944E-23  -2.97334072169544E-13   1.63654890579544E-13
  1.16632292324520E+02  -1.16465390313427E-27   2.58029048208334E-15  -1.77132192493278E-09   9.42948926978082E-23  -2.96452423597774E-13   1.63170205437970E-13
  1.16639792787049E+02  -1.15937441207349E-27   2.57212394945891E-15  -1.76657485193368E-09   9.39254430817610E-23  -2.95572357292728E-13   1.62686386807085E-13
  1.16647293249578E+02  -1.15411703199285E-27   2.56397507386867E-15  -1.76183340587243E-09   9.35572363977090E-23  -2.94693868575212E-13   1.62203432127154E-13
  1.16654793712107E+02  -1.14888166270457E-27   2.55584379953148E-15  -1.75709757175570E-09   9.31902677788103E-23  -2.93816952774344E-13   1.61721338842975E-13
  1.16662294174636E+02  -1.14366820443990E-27   2.54773007078600E-15  -1.75236733460747E-09   9.28245323745612E-23  -2.92941605227526E-13   1.61240104403860E-13
  1.16669794637165E+02  -1.13847655784727E-27   2.53963383209032E-15  -1.74764267946891E-09   9.24600253507322E-23  -2.92067821280425E-13   1.60759726263624E-13
  1.16677295099694E+02  -1.13330662399035E-27   2.53155502802156E-15  -1.74292359139840E-09   9.20967418893041E-23  -2.91195596286942E-13   1.60280201880573E-13
  1.16684795562223E+02  -1.12815830434624E-27   2.52349360327552E-15  -1.73821005547144E-09   9.17346771884046E-23  -2.90324925609190E-13   1.59801528717490E-13
  1.16692296024752E+02  -1.12303150080351E-27   2.51544950266627E-15  -1.73350205678063E-09   9.13738264622449E-23  -2.89455804617473E-13   1.59323704241620E-13
  1.16699796487280E+02  -1.11792611566040E-27   2.50742267112582E-15  -1.72879958043560E-09   9.10141849410568E-23  -2.88588228690257E-13   1.58846725924658E-13
  1.16707296949809E+02  -1.11284205162291E-27   2.49941305370371E-15  -1.72410261156298E-09   9.06557478710294E-23  -2.87722193214146E-13   1.58370591242736E-13
  1.16714797412338E+02  -1.10777921180301E-27   2.49142059556662E-15  -1.71941113530635E-09   9.02985105142468E-23  -2.86857693583862E-13   1.57895297676409E-13
  1.16722297874867E+02  -1.10273749971674E-27   2.48344524199807E-15  -1.71472513682618E-09   8.99424681486256E-23  -2.85994725202215E-13   1.57420842710643E-13
  1.16729798337396E+02  -1.09771681928238E-27   2.47548693839797E-15  -1.71004460129982E-09   8.95876160678522E-23  -2.85133283480082E-13   1.56947223834798E-13
  1.16737298799925E+02  -1.09271707481868E-27   2.46754563028228E-15  -1.70536951392141E-09   8.92339495813215E-23  -2.84273363836383E-13   1.56474438542623E-13
  1.16744799262454E+02  -1.08773817104295E-27   2.45962126328264E-15  -1.70069985990188E-09   8.88814640140744E-23  -2.83414961698056E-13   1.56002484332233E-13
  1.16752299724983E+02  -1.08278001306934E-27   2.45171378314601E-15  -1.69603562446884E-09   8.85301547067363E-23  -2.82558072500033E-13   1.55531358706103E-13
  1.16759800187512E+02  -1.07784250640695E-27   2.44382313573429E-15  -1.69137679286662E-09   8.81800170154560E-23  -2.81702691685215E-13   1.55061059171050E-13
  1.16767300650041E+02  -1.07292555695809E-27   2.43594926702393E-15  -1.68672335035613E-09   8.78310463118441E-23  -2.80848814704448E-13   1.54591583238225E-13
  1.16774801112570E+02  -1.06802907101648E-27   2.42809212310560E-15  -1.68207528221489E-09   8.74832379829119E-23  -2.79996437016504E-13   1.54122928423096E-13
  1.16782301575098E+02  -1.06315295526542E-27   2.42025165018380E-15  -1.67743257373695E-09   8.71365874310109E-23  -2.79145554088049E-13   1.53655092245436E-13
  1.16789802037627E+02  -1.05829711677610E-27   2.41242779457650E-15  -1.67279521023285E-09   8.67910900737722E-23  -2.78296161393623E-13   1.53188072229311E-13
  1.16797302500156E+02  -1.05346146300575E-27   2.40462050271480E-15  -1.66816317702957E-09   8.64467413440457E-23  -2.77448254415619E-13   1.52721865903064E-13
  1.16804802962685E+02  -1.04864590179593E-27   2.39682972114249E-15  -1.66353645947049E-09   8.61035366898399E-23  -2.76601828644254E-13   1.52256470799307E-13
  1.16812303425214E+02  -1.04385034137075E-27   2.38905539651579E-15  -1.65891504291534E-09   8.57614715742625E-23  -2.75756879577548E-13   1.51791884454904E-13
  1.16819803887743E+02  -1.03907469033514E-27   2.38129747560290E-15  -1.65429891274016E-09   8.54205414754599E-23  -2.74913402721301E-13   1.51328104410959E-13
  1.16827304350272E+02  -1.03431885767310E-27   2.37355590528368E-15  -1.64968805433725E-09   8.50807418865576E-23  -2.74071393589066E-13   1.50865128212803E-13
  1.16834804812801E+02  -1.02958275274598E-27   2.36583063254928E-15  -1.64508245311512E-09   8.47420683156012E-23  -2.73230847702128E-13   1.50402953409984E-13
  1.16842305275330E+02  -1.02486628529073E-27   2.35812160450179E-15  -1.64048209449847E-09   8.44045162854970E-23  -2.72391760589482E-13   1.49941577556248E-13
  1.16849805737859E+02  -1.02016936541823E-27   2.35042876835386E-15  -1.63588696392811E-09   8.40680813339526E-23  -2.71554127787804E-13   1.49480998209532E-13
  1.16857306200388E+02  -1.01549190361151E-27   2.34275207142834E-15  -1.63129704686092E-09   8.37327590134185E-23  -2.70717944841433E-13   1.49021212931950E-13
  1.16864806662916E+02  -1.01083381072413E-27   2.33509146115795E-15  -1.62671232876984E-09   8.33985448910293E-23  -2.69883207302345E-13   1.48562219289777E-13
  1.16872307125445E+02  -1.00619499797842E-27   2.32744688508490E-15  -1.62213279514378E-09   8.30654345485453E-23  -2.69049910730127E-13   1.48104014853438E-13
  1.16879807587974E+02  -1.00157537696380E-27   2.31981829086052E-15  -1.61755843148761E-09   8.27334235822939E-23  -2.68218050691960E-13   1.47646597197499E-13
  1.16887308050503E+02  -9.96974859635119E-28   2.31220562624495E-15  -1.61298922332208E-09   8.24025076031120E-23  -2.67387622762590E-13   1.47189963900648E-13
  1.16894808513032E+02  -9.92393358310981E-28   2.30460883910672E-15  -1.60842515618380E-09   8.20726822362879E-23  -2.66558622524306E-13   1.46734112545686E-13
  1.16902308975561E+02  -9.87830785672050E-28   2.29702787742246E-15  -1.60386621562521E-09   8.17439431215036E-23  -2.65731045566919E-13   1.46279040719513E-13
  1.16909809438090E+02  -9.83287054759410E-28   2.28946268927650E-15  -1.59931238721448E-09   8.14162859127772E-23  -2.64904887487735E-13   1.45824746013117E-13
  1.16917309900619E+02  -9.78762078972902E-28   2.28191322286055E-15  -1.59476365653552E-09   8.10897062784058E-23  -2.64080143891534E-13   1.45371226021559E-13
  1.16924810363148E+02  -9.74255772069478E-28   2.27437942647329E-15  -1.59022000918791E-09   8.07641999009083E-23  -2.63256810390549E-13   1.44918478343963E-13
  1.16932310825677E+02  -9.69768048161561E-28   2.26686124852011E-15  -1.58568143078687E-09   8.04397624769683E-23  -2.62434882604438E-13   1.44466500583500E-13
  1.16939811288206E+02  -9.65298821715410E-28   2.25935863751266E-15  -1.58114790696318E-09   8.01163897173776E-23  -2.61614356160263E-13   1.44015290347379E-13
  1.16947311750734E+02  -9.60848007549489E-28   2.25187154206858E-15  -1.57661942336318E-09   7.97940773469794E-23  -2.60795226692470E-13   1.43564845246832E-13
  1.16954812213263E+02  -9.56415520832854E-28   2.24439991091111E-15  -1.57209596564870E-09   7.94728211046120E-23  -2.59977489842859E-13   1.43115162897102E-13
  1.16962312675792E+02  -9.52001277083530E-28   2.23694369286872E-15  -1.56757751949701E-09   7.91526167430529E-23  -2.59161141260568E-13   1.42666240917433E-13
  1.16969813138321E+02  -9.47605192166907E-28   2.22950283687483E-15  -1.56306407060081E-09   7.88334600289621E-23  -2.58346176602048E-13   1.42218076931050E-13
  1.16977313600850E+02  -9.43227182294143E-28   2.22207729196739E-15  -1.55855560466814E-09   7.85153467428270E-23  -2.57532591531036E-13   1.41770668565158E-13
  1.16984814063379E+02  -9.38867164020562E-28   2.21466700728858E-15  -1.55405210742235E-09   7.81982726789063E-23  -2.56720381718538E-13   1.41324013450920E-13
  1.16992314525908E+02  -9.34525054244071E-28   2.20727193208444E-15  -1.54955356460210E-09   7.78822336451745E-23  -2.55909542842804E-13   1.40878109223446E-13
  1.16999814988437E+02  -9.30200770203579E-28   2.19989201570454E-15  -1.54505996196123E-09   7.75672254632669E-23  -2.55100070589302E-13   1.40432953521787E-13
  1.17007315450966E+02  -9.25894229477418E-28   2.19252720760162E-15  -1.54057128526880E-09   7.72532439684245E-23  -2.54291960650699E-13   1.39988543988914E-13
  1.17014815913495E+02  -9.21605349981779E-28   2.18517745733126E-15  -1.53608752030899E-09   7.69402850094388E-23  -2.53485208726840E-13   1.39544878271712E-13
  1.17022316376023E+02  -9.17334049969148E-28   2.17784271455152E-15  -1.53160865288109E-09   7.66283444485970E-23  -2.52679810524719E-13   1.39101954020964E-13
  1.17029816838552E+02  -9.13080248026749E-28   2.17052292902263E-15  -1.52713466879941E-09   7.63174181616278E-23  -2.51875761758461E-13   1.38659768891340E-13
  1.17037317301081E+02  -9.08843863074997E-28   2.16321805060659E-15  -1.52266555389330E-09   7.60075020376468E-23  -2.51073058149298E-13   1.38218320541386E-13
  1.17044817763610E+02  -9.04624814365956E-28   2.15592802926689E-15  -1.51820129400706E-09   7.56985919791022E-23  -2.50271695425548E-13   1.37777606633508E-13
  1.17052318226139E+02  -9.00423021481797E-28   2.14865281506814E-15  -1.51374187499990E-09   7.53906839017208E-23  -2.49471669322590E-13   1.37337624833963E-13
  1.17059818688668E+02  -8.96238404333274E-28   2.14139235817573E-15  -1.50928728274591E-09   7.50837737344542E-23  -2.48672975582843E-13   1.36898372812847E-13
  1.17067319151197E+02  -8.92070883158195E-28   2.13414660885548E-15  -1.50483750313402E-09   7.47778574194252E-23  -2.47875609955742E-13   1.36459848244080E-13
  1.17074819613726E+02  -8.87920378519909E-28   2.12691551747335E-15  -1.50039252206794E-09   7.44729309118739E-23  -2.47079568197718E-13   1.36022048805395E-13
  1.17082320076255E+02  -8.83786811305789E-28   2.11969903449502E-15  -1.49595232546610E-09   7.41689901801047E-23  -2.46284846072174E-13   1.35584972178328E-13
  1.17089820538784E+02  -8.79670102725729E-28   2.11249711048563E-15  -1.49151689926165E-09   7.38660312054331E-23  -2.45491439349462E-13   1.35148616048201E-13
  1.17097321001313E+02  -8.75570174310645E-28   2.10530969610942E-15  -1.48708622940240E-09   7.35640499821323E-23  -2.44699343806864E-13   1.34712978104116E-13
  1.17104821463841E+02  -8.71486947910982E-28   2.09813674212935E-15  -1.48266030185076E-09   7.32630425173810E-23  -2.43908555228563E-13   1.34278056038937E-13
  1.17112321926370E+02  -8.67420345695225E-28   2.09097819940685E-15  -1.47823910258369E-09   7.29630048312101E-23  -2.43119069405630E-13   1.33843847549281E-13
  1.17119822388899E+02  -8.63370290148418E-28   2.08383401890140E-15  -1.47382261759271E-09   7.26639329564508E-23  -2.42330882135993E-13   1.33410350335506E-13
  1.17127322851428E+02  -8.59336704070690E-28   2.07670415167023E-15  -1.46941083288379E-09   7.23658229386817E-23  -2.41543989224421E-13   1.32977562101698E-13
  1.17134823313957E+02  -8.55319510575785E-28   2.06958854886803E-15  -1.46500373447734E-09   7.20686708361769E-23  -2.40758386482497E-13   1.32545480555660E-13
  1.17142323776486E+02  -8.51318633089600E-28   2.06248716174653E-15  -1.46060130840818E-09   7.17724727198543E-23  -2.39974069728601E-13   1.32114103408897E-13
  1.17149824239015E+02  -8.47333995348727E-28   2.05539994165425E-15  -1.45620354072544E-09   7.14772246732230E-23  -2.39191034787883E-13   1.31683428376608E-13
  1.17157324701544E+02  -8.43365521398999E-28   2.04832684003611E-15  -1.45181041749260E-09   7.11829227923326E-23  -2.38409277492245E-13   1.31253453177672E-13
  1.17164825164073E+02  -8.39413135594048E-28   2.04126780843313E-15  -1.44742192478738E-09   7.08895631857208E-23  -2.37628793680316E-13   1.30824175534634E-13
  1.17172325626602E+02  -8.35476762593866E-28   2.03422279848210E-15  -1.44303804870170E-09   7.05971419743628E-23  -2.36849579197432E-13   1.30395593173699E-13
  1.17179826089131E+02  -8.31556327363365E-28   2.02719176191523E-15  -1.43865877534168E-09   7.03056552916195E-23  -2.36071629895612E-13   1.29967703824712E-13
  1.17187326551659E+02  -8.27651755170958E-28   2.02017465055985E-15  -1.43428409082757E-09   7.00150992831871E-23  -2.35294941633538E-13   1.29540505221154E-13
  1.17194827014188E+02  -8.23762971587127E-28   2.01317141633805E-15  -1.42991398129370E-09   6.97254701070457E-23  -2.34519510276533E-13   1.29113995100123E-13
  1.17202327476717E+02  -8.19889902483016E-28   2.00618201126637E-15  -1.42554843288843E-09   6.94367639334089E-23  -2.33745331696539E-13   1.28688171202328E-13
  1.17209827939246E+02  -8.16032474029012E-28   1.99920638745549E-15  -1.42118743177416E-09   6.91489769446735E-23  -2.32972401772093E-13   1.28263031272073E-13
  1.17217328401775E+02  -8.12190612693345E-28   1.99224449710987E-15  -1.41683096412720E-09   6.88621053353685E-23  -2.32200716388309E-13   1.27838573057247E-13
  1.17224828864304E+02  -8.08364245240686E-28   1.98529629252744E-15  -1.41247901613781E-09   6.85761453121055E-23  -2.31430271436853E-13   1.27414794309313E-13
  1.17232329326833E+02  -8.04553298730755E-28   1.97836172609927E-15  -1.40813157401012E-09   6.82910930935285E-23  -2.30661062815923E-13   1.26991692783294E-13
  1.17239829789362E+02  -8.00757700516932E-28   1.97144075030927E-15  -1.40378862396206E-09   6.80069449102638E-23  -2.29893086430228E-13   1.26569266237762E-13
  1.17247330251891E+02  -7.96977378244872E-28   1.96453331773383E-15  -1.39945015222538E-09   6.77236970048704E-23  -2.29126338190963E-13   1.26147512434828E-13
  1.17254830714420E+02  -7.93212259851133E-28   1.95763938104152E-15  -1.39511614504555E-09   6.74413456317905E-23  -2.28360814015791E-13   1.25726429140126E-13
  1.17262331176949E+02  -7.89462273561800E-28   1.95075889299274E-15  -1.39078658868175E-09   6.71598870573002E-23  -2.27596509828821E-13   1.25306014122806E-13
  1.17269831639477E+02  -7.85727347891119E-28   1.94389180643947E-15  -1.38646146940681E-09   6.68793175594598E-23  -2.26833421560585E-13   1.24886265155520E-13
  1.17277332102006E+02  -7.82007411640140E-28   1.93703807432484E-15  -1.38214077350719E-09   6.65996334280651E-23  -2.26071545148015E-13   1.24467180014410E-13
  1.17284832564535E+02  -7.78302393895359E-28   1.93019764968290E-15  -1.37782448728289E-09   6.63208309645983E-23  -2.25310876534428E-13   1.24048756479097E-13
  1.17292333027064E+02  -7.74612224027368E-28   1.92337048563826E-15  -1.37351259704747E-09   6.60429064821793E-23  -2.24551411669496E-13   1.23630992332669E-13
  1.17299833489593E+02  -7.70936831689513E-28   1.91655653540578E-15  -1.36920508912797E-09   6.57658563055169E-23  -2.23793146509231E-13   1.23213885361670E-13
  1.17307333952122E+02  -7.67276146816553E-28   1.90975575229025E-15  -1.36490194986484E-09   6.54896767708603E-23  -2.23036077015961E-13   1.22797433356086E-13
  1.17314834414651E+02  -7.63630099623327E-28   1.90296808968606E-15  -1.36060316561198E-09   6.52143642259512E-23  -2.22280199158308E-13   1.22381634109339E-13
  1.17322334877180E+02  -7.59998620603426E-28   1.89619350107691E-15  -1.35630872273660E-09   6.49399150299748E-23  -2.21525508911170E-13   1.21966485418267E-13
  1.17329835339709E+02  -7.56381640527869E-28   1.88943194003546E-15  -1.35201860761927E-09   6.46663255535126E-23  -2.20772002255696E-13   1.21551985083120E-13
  1.17337335802238E+02  -7.52779090443789E-28   1.88268336022304E-15  -1.34773280665380E-09   6.43935921784939E-23  -2.20019675179266E-13   1.21138130907545E-13
  1.17344836264767E+02  -7.49190901673114E-28   1.87594771538932E-15  -1.34345130624724E-09   6.41217112981486E-23  -2.19268523675471E-13   1.20724920698573E-13
  1.17352336727295E+02  -7.45617005811266E-28   1.86922495937200E-15  -1.33917409281982E-09   6.38506793169589E-23  -2.18518543744090E-13   1.20312352266612E-13
  1.17359837189824E+02  -7.42057334725855E-28   1.86251504609649E-15  -1.33490115280494E-09   6.35804926506127E-23  -2.17769731391071E-13   1.19900423425432E-13
  1.17367337652353E+02  -7.38511820555385E-28   1.85581792957560E-15  -1.33063247264907E-09   6.33111477259555E-23  -2.17022082628506E-13   1.19489131992153E-13
  1.17374838114882E+02  -7.34980395707961E-28   1.84913356390924E-15  -1.32636803881176E-09   6.30426409809441E-23  -2.16275593474617E-13   1.19078475787236E-13
  1.17382338577411E+02  -7.31462992859999E-28   1.84246190328408E-15  -1.32210783776556E-09   6.27749688645986E-23  -2.15530259953725E-13   1.18668452634470E-13
  1.17389839039940E+02  -7.27959544954953E-28   1.83580290197325E-15  -1.31785185599603E-09   6.25081278369566E-23  -2.14786078096240E-13   1.18259060360961E-13
  1.17397339502469E+02  -7.24469985202031E-28   1.82915651433604E-15  -1.31360008000162E-09   6.22421143690256E-23  -2.14043043938630E-13   1.17850296797121E-13
  1.17404839964998E+02  -7.20994247074924E-28   1.82252269481758E-15  -1.30935249629371E-09   6.19769249427370E-23  -2.13301153523406E-13   1.17442159776655E-13
  1.17412340427527E+02  -7.17532264310545E-28   1.81590139794851E-15  -1.30510909139650E-09   6.17125560508994E-23  -2.12560402899102E-13   1.17034647136552E-13
  1.17419840890056E+02  -7.14083970907763E-28   1.80929257834470E-15  -1.30086985184701E-09   6.14490041971525E-23  -2.11820788120248E-13   1.16627756717071E-13
  1.17427341352585E+02  -7.10649301126149E-28   1.80269619070693E-15  -1.29663476419502E-09   6.11862658959207E-23  -2.11082305247355E-13   1.16221486361732E-13
  1.17434841815113E+02  -7.07228189484723E-28   1.79611218982059E-15  -1.29240381500304E-09   6.09243376723675E-23  -2.10344950346891E-13   1.15815833917302E-13
  1.17442342277642E+02  -7.03820570760708E-28   1.78954053055533E-15  -1.28817699084625E-09   6.06632160623494E-23  -2.09608719491263E-13   1.15410797233787E-13
