# r(a.u.)  Vcoulomb(Ha)  Veff(Ha)
  1.30659057253578e+01  -7.65350692879435e-02  -7.65350692879435e-02
  1.30734061878867e+01  -7.64911596586479e-02  -7.64911596586479e-02
  1.30809066504157e+01  -7.64473003840467e-02  -7.64473003840467e-02
  1.30884071129446e+01  -7.64034913775711e-02  -7.64034913775711e-02
  1.30959075754735e+01  -7.63597325528503e-02  -7.63597325528503e-02
  1.31034080380024e+01  -7.63160238237113e-02  -7.63160238237114e-02
  1.31109085005313e+01  -7.62723651041785e-02  -7.62723651041786e-02
  1.31184089630602e+01  -7.62287563084728e-02  -7.62287563084728e-02
  1.31259094255891e+01  -7.61851973510109e-02  -7.61851973510109e-02
  1.31334098881180e+01  -7.61416881464055e-02  -7.61416881464055e-02
  1.31409103506469e+01  -7.60982286094640e-02  -7.60982286094639e-02
  1.31484108131758e+01  -7.60548186551880e-02  -7.60548186551880e-02
  1.31559112757047e+01  -7.60114581987733e-02  -7.60114581987733e-02
  1.31634117382336e+01  -7.59681471556087e-02  -7.59681471556087e-02
  1.31709122007625e+01  -7.59248854412759e-02  -7.59248854412759e-02
  1.31784126632915e+01  -7.58816729715488e-02  -7.58816729715488e-02
  1.31859131258204e+01  -7.58385096623928e-02  -7.58385096623928e-02
  1.31934135883493e+01  -7.57953954299645e-02  -7.57953954299645e-02
  1.32009140508782e+01  -7.57523301906110e-02  -7.57523301906110e-02
  1.32084145134071e+01  -7.57093138608694e-02  -7.57093138608694e-02
  1.32159149759360e+01  -7.56663463574664e-02  -7.56663463574664e-02
  1.32234154384649e+01  -7.56234275973174e-02  -7.56234275973174e-02
  1.32309159009938e+01  -7.55805574975265e-02  -7.55805574975265e-02
  1.32384163635227e+01  -7.55377359753853e-02  -7.55377359753854e-02
  1.32459168260516e+01  -7.54949629483731e-02  -7.54949629483731e-02
  1.32534172885805e+01  -7.54522383341558e-02  -7.54522383341558e-02
  1.32609177511094e+01  -7.54095620505856e-02  -7.54095620505856e-02
  1.32684182136384e+01  -7.53669340157005e-02  -7.53669340157005e-02
  1.32759186761673e+01  -7.53243541477236e-02  -7.53243541477235e-02
  1.32834191386962e+01  -7.52818223650628e-02  -7.52818223650628e-02
  1.32909196012251e+01  -7.52393385863102e-02  -7.52393385863102e-02
  1.32984200637540e+01  -7.51969027302415e-02  -7.51969027302415e-02
  1.33059205262829e+01  -7.51545147158156e-02  -7.51545147158156e-02
  1.33134209888118e+01  -7.51121744621739e-02  -7.51121744621739e-02
  1.33209214513407e+01  -7.50698818886402e-02  -7.50698818886402e-02
  1.33284219138696e+01  -7.50276369147195e-02  -7.50276369147194e-02
  1.33359223763985e+01  -7.49854394600982e-02  -7.49854394600981e-02
  1.33434228389274e+01  -7.49432894446431e-02  -7.49432894446431e-02
  1.33509233014563e+01  -7.49011867884012e-02  -7.49011867884012e-02
  1.33584237639852e+01  -7.48591314115991e-02  -7.48591314115991e-02
  1.33659242265142e+01  -7.48171232346422e-02  -7.48171232346422e-02
  1.33734246890431e+01  -7.47751621781148e-02  -7.47751621781148e-02
  1.33809251515720e+01  -7.47332481627790e-02  -7.47332481627790e-02
  1.33884256141009e+01  -7.46913811095747e-02  -7.46913811095747e-02
  1.33959260766298e+01  -7.46495609396185e-02  -7.46495609396185e-02
  1.34034265391587e+01  -7.46077875742040e-02  -7.46077875742040e-02
  1.34109270016876e+01  -7.45660609348005e-02  -7.45660609348006e-02
  1.34184274642165e+01  -7.45243809430533e-02  -7.45243809430533e-02
  1.34259279267454e+01  -7.44827475207823e-02  -7.44827475207823e-02
  1.34334283892743e+01  -7.44411605899825e-02  -7.44411605899825e-02
  1.34409288518032e+01  -7.43996200728226e-02  -7.43996200728226e-02
  1.34484293143321e+01  -7.43581258916451e-02  -7.43581258916451e-02
  1.34559297768611e+01  -7.43166779689658e-02  -7.43166779689657e-02
  1.34634302393900e+01  -7.42752762274728e-02  -7.42752762274728e-02
  1.34709307019189e+01  -7.42339205900269e-02  -7.42339205900268e-02
  1.34784311644478e+01  -7.41926109796600e-02  -7.41926109796600e-02
  1.34859316269767e+01  -7.41513473195758e-02  -7.41513473195758e-02
  1.34934320895056e+01  -7.41101295331483e-02  -7.41101295331484e-02
  1.35009325520345e+01  -7.40689575439221e-02  -7.40689575439221e-02
  1.35084330145634e+01  -7.40278312756115e-02  -7.40278312756115e-02
  1.35159334770923e+01  -7.39867506521000e-02  -7.39867506521000e-02
  1.35234339396212e+01  -7.39457155974401e-02  -7.39457155974401e-02
  1.35309344021501e+01  -7.39047260358527e-02  -7.39047260358527e-02
  1.35384348646790e+01  -7.38637818917266e-02  -7.38637818917266e-02
  1.35459353272079e+01  -7.38228830896181e-02  -7.38228830896181e-02
  1.35534357897369e+01  -7.37820295542504e-02  -7.37820295542504e-02
  1.35609362522658e+01  -7.37412212105134e-02  -7.37412212105134e-02
  1.35684367147947e+01  -7.37004579834629e-02  -7.37004579834629e-02
  1.35759371773236e+01  -7.36597397983205e-02  -7.36597397983204e-02
  1.35834376398525e+01  -7.36190665804727e-02  -7.36190665804727e-02
  1.35909381023814e+01  -7.35784382554712e-02  -7.35784382554711e-02
  1.35984385649103e+01  -7.35378547490313e-02  -7.35378547490313e-02
  1.36059390274392e+01  -7.34973159870327e-02  -7.34973159870327e-02
  1.36134394899681e+01  -7.34568218955180e-02  -7.34568218955180e-02
  1.36209399524970e+01  -7.34163724006930e-02  -7.34163724006930e-02
  1.36284404150259e+01  -7.33759674289259e-02  -7.33759674289259e-02
  1.36359408775548e+01  -7.33356069067466e-02  -7.33356069067466e-02
  1.36434413400838e+01  -7.32952907608471e-02  -7.32952907608471e-02
  1.36509418026127e+01  -7.32550189180800e-02  -7.32550189180800e-02
  1.36584422651416e+01  -7.32147913054590e-02  -7.32147913054589e-02
  1.36659427276705e+01  -7.31746078501576e-02  -7.31746078501576e-02
  1.36734431901994e+01  -7.31344684795094e-02  -7.31344684795094e-02
  1.36809436527283e+01  -7.30943731210074e-02  -7.30943731210074e-02
  1.36884441152572e+01  -7.30543217023033e-02  -7.30543217023033e-02
  1.36959445777861e+01  -7.30143141512073e-02  -7.30143141512073e-02
  1.37034450403150e+01  -7.29743503956879e-02  -7.29743503956879e-02
  1.37109455028439e+01  -7.29344303638710e-02  -7.29344303638710e-02
  1.37184459653728e+01  -7.28945539840396e-02  -7.28945539840396e-02
  1.37259464279017e+01  -7.28547211846337e-02  -7.28547211846337e-02
  1.37334468904307e+01  -7.28149318942495e-02  -7.28149318942495e-02
  1.37409473529596e+01  -7.27751860416391e-02  -7.27751860416391e-02
  1.37484478154885e+01  -7.27354835557101e-02  -7.27354835557101e-02
  1.37559482780174e+01  -7.26958243655252e-02  -7.26958243655252e-02
  1.37634487405463e+01  -7.26562084003016e-02  -7.26562084003017e-02
  1.37709492030752e+01  -7.26166355894109e-02  -7.26166355894109e-02
  1.37784496656041e+01  -7.25771058623783e-02  -7.25771058623783e-02
  1.37859501281330e+01  -7.25376191488825e-02  -7.25376191488825e-02
  1.37934505906619e+01  -7.24981753787551e-02  -7.24981753787551e-02
  1.38009510531908e+01  -7.24587744819801e-02  -7.24587744819801e-02
  1.38084515157197e+01  -7.24194163886940e-02  -7.24194163886940e-02
  1.38159519782486e+01  -7.23801010291846e-02  -7.23801010291847e-02
  1.38234524407775e+01  -7.23408283338914e-02  -7.23408283338914e-02
  1.38309529033065e+01  -7.23015982334043e-02  -7.23015982334043e-02
  1.38384533658354e+01  -7.22624106584641e-02  -7.22624106584641e-02
  1.38459538283643e+01  -7.22232655399615e-02  -7.22232655399616e-02
  1.38534542908932e+01  -7.21841628089370e-02  -7.21841628089370e-02
  1.38609547534221e+01  -7.21451023965801e-02  -7.21451023965801e-02
  1.38684552159510e+01  -7.21060842342294e-02  -7.21060842342293e-02
  1.38759556784799e+01  -7.20671082533718e-02  -7.20671082533718e-02
  1.38834561410088e+01  -7.20281743856424e-02  -7.20281743856424e-02
  1.38909566035377e+01  -7.19892825628238e-02  -7.19892825628238e-02
  1.38984570660666e+01  -7.19504327168460e-02  -7.19504327168460e-02
  1.39059575285955e+01  -7.19116247797858e-02  -7.19116247797858e-02
  1.39134579911244e+01  -7.18728586838665e-02  -7.18728586838665e-02
  1.39209584536534e+01  -7.18341343614573e-02  -7.18341343614573e-02
  1.39284589161823e+01  -7.17954517450733e-02  -7.17954517450733e-02
  1.39359593787112e+01  -7.17568107673748e-02  -7.17568107673748e-02
  1.39434598412401e+01  -7.17182113611670e-02  -7.17182113611670e-02
  1.39509603037690e+01  -7.16796534593995e-02  -7.16796534593995e-02
  1.39584607662979e+01  -7.16411369951662e-02  -7.16411369951662e-02
  1.39659612288268e+01  -7.16026619017046e-02  -7.16026619017046e-02
  1.39734616913557e+01  -7.15642281123955e-02  -7.15642281123955e-02
  1.39809621538846e+01  -7.15258355607629e-02  -7.15258355607628e-02
  1.39884626164135e+01  -7.14874841804730e-02  -7.14874841804730e-02
  1.39959630789424e+01  -7.14491739053346e-02  -7.14491739053346e-02
  1.40034635414713e+01  -7.14109046692980e-02  -7.14109046692980e-02
  1.40109640040002e+01  -7.13726764064551e-02  -7.13726764064551e-02
  1.40184644665292e+01  -7.13344890510387e-02  -7.13344890510388e-02
  1.40259649290581e+01  -7.12963425374226e-02  -7.12963425374226e-02
  1.40334653915870e+01  -7.12582368001205e-02  -7.12582368001205e-02
  1.40409658541159e+01  -7.12201717737862e-02  -7.12201717737862e-02
  1.40484663166448e+01  -7.11821473932132e-02  -7.11821473932132e-02
  1.40559667791737e+01  -7.11441635933339e-02  -7.11441635933339e-02
  1.40634672417026e+01  -7.11062203092197e-02  -7.11062203092197e-02
  1.40709677042315e+01  -7.10683174760804e-02  -7.10683174760804e-02
  1.40784681667604e+01  -7.10304550292639e-02  -7.10304550292639e-02
  1.40859686292893e+01  -7.09926329042558e-02  -7.09926329042558e-02
  1.40934690918182e+01  -7.09548510366788e-02  -7.09548510366788e-02
  1.41009695543471e+01  -7.09171093622930e-02  -7.09171093622930e-02
  1.41084700168761e+01  -7.08794078169947e-02  -7.08794078169947e-02
  1.41159704794050e+01  -7.08417463368168e-02  -7.08417463368168e-02
  1.41234709419339e+01  -7.08041248579277e-02  -7.08041248579277e-02
  1.41309714044628e+01  -7.07665433166318e-02  -7.07665433166318e-02
  1.41384718669917e+01  -7.07290016493681e-02  -7.07290016493681e-02
  1.41459723295206e+01  -7.06914997927110e-02  -7.06914997927109e-02
  1.41534727920495e+01  -7.06540376833688e-02  -7.06540376833688e-02
  1.41609732545784e+01  -7.06166152581842e-02  -7.06166152581842e-02
  1.41684737171073e+01  -7.05792324541336e-02  -7.05792324541336e-02
  1.41759741796362e+01  -7.05418892083268e-02  -7.05418892083268e-02
  1.41834746421651e+01  -7.05045854580065e-02  -7.05045854580065e-02
  1.41909751046940e+01  -7.04673211405482e-02  -7.04673211405482e-02
  1.41984755672230e+01  -7.04300961934597e-02  -7.04300961934597e-02
  1.42059760297519e+01  -7.03929105543808e-02  -7.03929105543808e-02
  1.42134764922808e+01  -7.03557641610828e-02  -7.03557641610828e-02
  1.42209769548097e+01  -7.03186569514685e-02  -7.03186569514684e-02
  1.42284774173386e+01  -7.02815888635714e-02  -7.02815888635714e-02
  1.42359778798675e+01  -7.02445598355557e-02  -7.02445598355557e-02
  1.42434783423964e+01  -7.02075698057161e-02  -7.02075698057160e-02
  1.42509788049253e+01  -7.01706187124767e-02  -7.01706187124767e-02
  1.42584792674542e+01  -7.01337064943915e-02  -7.01337064943915e-02
  1.42659797299831e+01  -7.00968330901437e-02  -7.00968330901437e-02
  1.42734801925120e+01  -7.00599984385453e-02  -7.00599984385453e-02
  1.42809806550409e+01  -7.00232024785369e-02  -7.00232024785369e-02
  1.42884811175698e+01  -6.99864451491873e-02  -6.99864451491873e-02
  1.42959815800988e+01  -6.99497263896931e-02  -6.99497263896931e-02
  1.43034820426277e+01  -6.99130461393785e-02  -6.99130461393785e-02
  1.43109825051566e+01  -6.98764043376950e-02  -6.98764043376950e-02
  1.43184829676855e+01  -6.98398009242208e-02  -6.98398009242208e-02
  1.43259834302144e+01  -6.98032358386607e-02  -6.98032358386607e-02
  1.43334838927433e+01  -6.97667090208457e-02  -6.97667090208457e-02
  1.43409843552722e+01  -6.97302204107327e-02  -6.97302204107327e-02
  1.43484848178011e+01  -6.96937699484041e-02  -6.96937699484041e-02
  1.43559852803300e+01  -6.96573575740677e-02  -6.96573575740676e-02
  1.43634857428589e+01  -6.96209832280558e-02  -6.96209832280558e-02
  1.43709862053878e+01  -6.95846468508257e-02  -6.95846468508257e-02
  1.43784866679167e+01  -6.95483483829586e-02  -6.95483483829586e-02
  1.43859871304457e+01  -6.95120877651600e-02  -6.95120877651600e-02
  1.43934875929746e+01  -6.94758649382585e-02  -6.94758649382585e-02
  1.44009880555035e+01  -6.94396798432064e-02  -6.94396798432064e-02
  1.44084885180324e+01  -6.94035324210787e-02  -6.94035324210787e-02
  1.44159889805613e+01  -6.93674226130731e-02  -6.93674226130732e-02
  1.44234894430902e+01  -6.93313503605098e-02  -6.93313503605098e-02
  1.44309899056191e+01  -6.92953156048306e-02  -6.92953156048306e-02
  1.44384903681480e+01  -6.92593182875993e-02  -6.92593182875993e-02
  1.44459908306769e+01  -6.92233583505010e-02  -6.92233583505010e-02
  1.44534912932058e+01  -6.91874357353418e-02  -6.91874357353418e-02
  1.44609917557347e+01  -6.91515503840485e-02  -6.91515503840485e-02
  1.44684922182636e+01  -6.91157022386684e-02  -6.91157022386684e-02
  1.44759926807925e+01  -6.90798912413688e-02  -6.90798912413688e-02
  1.44834931433215e+01  -6.90441173344370e-02  -6.90441173344370e-02
  1.44909936058504e+01  -6.90083804602795e-02  -6.90083804602795e-02
  1.44984940683793e+01  -6.89726805614223e-02  -6.89726805614223e-02
  1.45059945309082e+01  -6.89370175805101e-02  -6.89370175805100e-02
  1.45134949934371e+01  -6.89013914603060e-02  -6.89013914603060e-02
  1.45209954559660e+01  -6.88658021436917e-02  -6.88658021436917e-02
  1.45284959184949e+01  -6.88302495736665e-02  -6.88302495736665e-02
  1.45359963810238e+01  -6.87947336933478e-02  -6.87947336933478e-02
  1.45434968435527e+01  -6.87592544459698e-02  -6.87592544459698e-02
  1.45509973060816e+01  -6.87238117748841e-02  -6.87238117748842e-02
  1.45584977686105e+01  -6.86884056235591e-02  -6.86884056235590e-02
  1.45659982311394e+01  -6.86530359355792e-02  -6.86530359355792e-02
  1.45734986936684e+01  -6.86177026546455e-02  -6.86177026546455e-02
  1.45809991561973e+01  -6.85824057245746e-02  -6.85824057245746e-02
  1.45884996187262e+01  -6.85471450892986e-02  -6.85471450892986e-02
  1.45960000812551e+01  -6.85119206928651e-02  -6.85119206928651e-02
  1.46035005437840e+01  -6.84767324794364e-02  -6.84767324794364e-02
  1.46110010063129e+01  -6.84415803932897e-02  -6.84415803932897e-02
  1.46185014688418e+01  -6.84064643788163e-02  -6.84064643788163e-02
  1.46260019313707e+01  -6.83713843805217e-02  -6.83713843805217e-02
  1.46335023938996e+01  -6.83363403430253e-02  -6.83363403430253e-02
  1.46410028564285e+01  -6.83013322110598e-02  -6.83013322110598e-02
  1.46485033189574e+01  -6.82663599294711e-02  -6.82663599294711e-02
  1.46560037814863e+01  -6.82314234432181e-02  -6.82314234432181e-02
  1.46635042440153e+01  -6.81965226973722e-02  -6.81965226973722e-02
  1.46710047065442e+01  -6.81616576371173e-02  -6.81616576371173e-02
  1.46785051690731e+01  -6.81268282077492e-02  -6.81268282077493e-02
  1.46860056316020e+01  -6.80920343546755e-02  -6.80920343546755e-02
  1.46935060941309e+01  -6.80572760234153e-02  -6.80572760234153e-02
  1.47010065566598e+01  -6.80225531595987e-02  -6.80225531595987e-02
  1.47085070191887e+01  -6.79878657089670e-02  -6.79878657089670e-02
  1.47160074817176e+01  -6.79532136173719e-02  -6.79532136173719e-02
  1.47235079442465e+01  -6.79185968307755e-02  -6.79185968307756e-02
  1.47310084067754e+01  -6.78840152952501e-02  -6.78840152952501e-02
  1.47385088693043e+01  -6.78494689569774e-02  -6.78494689569774e-02
  1.47460093318332e+01  -6.78149577622490e-02  -6.78149577622489e-02
  1.47535097943621e+01  -6.77804816574654e-02  -6.77804816574654e-02
  1.47610102568911e+01  -6.77460405891364e-02  -6.77460405891364e-02
  1.47685107194200e+01  -6.77116345038801e-02  -6.77116345038801e-02
  1.47760111819489e+01  -6.76772633484232e-02  -6.76772633484232e-02
  1.47835116444778e+01  -6.76429270696005e-02  -6.76429270696005e-02
  1.47910121070067e+01  -6.76086256143545e-02  -6.76086256143545e-02
  1.47985125695356e+01  -6.75743589297354e-02  -6.75743589297355e-02
  1.48060130320645e+01  -6.75401269629008e-02  -6.75401269629008e-02
  1.48135134945934e+01  -6.75059296611149e-02  -6.75059296611150e-02
  1.48210139571223e+01  -6.74717669717492e-02  -6.74717669717492e-02
  1.48285144196512e+01  -6.74376388422813e-02  -6.74376388422813e-02
  1.48360148821801e+01  -6.74035452202951e-02  -6.74035452202951e-02
  1.48435153447090e+01  -6.73694860534805e-02  -6.73694860534805e-02
  1.48510158072380e+01  -6.73354612896331e-02  -6.73354612896331e-02
  1.48585162697669e+01  -6.73014708766537e-02  -6.73014708766537e-02
  1.48660167322958e+01  -6.72675147625486e-02  -6.72675147625486e-02
  1.48735171948247e+01  -6.72335928954286e-02  -6.72335928954286e-02
  1.48810176573536e+01  -6.71997052235095e-02  -6.71997052235094e-02
  1.48885181198825e+01  -6.71658516951110e-02  -6.71658516951110e-02
  1.48960185824114e+01  -6.71320322586573e-02  -6.71320322586572e-02
  1.49035190449403e+01  -6.70982468626761e-02  -6.70982468626761e-02
  1.49110195074692e+01  -6.70644954557990e-02  -6.70644954557990e-02
  1.49185199699981e+01  -6.70307779867607e-02  -6.70307779867607e-02
  1.49260204325270e+01  -6.69970944043989e-02  -6.69970944043989e-02
  1.49335208950559e+01  -6.69634446576541e-02  -6.69634446576541e-02
  1.49410213575848e+01  -6.69298286955696e-02  -6.69298286955696e-02
  1.49485218201138e+01  -6.68962464672905e-02  -6.68962464672905e-02
  1.49560222826427e+01  -6.68626979220644e-02  -6.68626979220644e-02
  1.49635227451716e+01  -6.68291830092402e-02  -6.68291830092403e-02
  1.49710232077005e+01  -6.67957016782688e-02  -6.67957016782688e-02
  1.49785236702294e+01  -6.67622538787019e-02  -6.67622538787019e-02
  1.49860241327583e+01  -6.67288395601924e-02  -6.67288395601924e-02
  1.49935245952872e+01  -6.66954586724940e-02  -6.66954586724940e-02
  1.50010250578161e+01  -6.66621111654608e-02  -6.66621111654608e-02
  1.50085255203450e+01  -6.66287969890470e-02  -6.66287969890470e-02
  1.50160259828739e+01  -6.65955160933072e-02  -6.65955160933072e-02
  1.50235264454028e+01  -6.65622684283954e-02  -6.65622684283954e-02
  1.50310269079317e+01  -6.65290539445651e-02  -6.65290539445651e-02
  1.50385273704607e+01  -6.64958725921691e-02  -6.64958725921691e-02
  1.50460278329896e+01  -6.64627243216594e-02  -6.64627243216594e-02
  1.50535282955185e+01  -6.64296090835865e-02  -6.64296090835865e-02
  1.50610287580474e+01  -6.63965268285994e-02  -6.63965268285994e-02
  1.50685292205763e+01  -6.63634775074455e-02  -6.63634775074455e-02
  1.50760296831052e+01  -6.63304610709702e-02  -6.63304610709702e-02
  1.50835301456341e+01  -6.62974774701165e-02  -6.62974774701165e-02
  1.50910306081630e+01  -6.62645266559251e-02  -6.62645266559252e-02
  1.50985310706919e+01  -6.62316085795340e-02  -6.62316085795341e-02
  1.51060315332208e+01  -6.61987231921781e-02  -6.61987231921782e-02
  1.51135319957497e+01  -6.61658704451893e-02  -6.61658704451893e-02
  1.51210324582786e+01  -6.61330502899958e-02  -6.61330502899958e-02
  1.51285329208075e+01  -6.61002626781223e-02  -6.61002626781223e-02
  1.51360333833365e+01  -6.60675075611896e-02  -6.60675075611896e-02
  1.51435338458654e+01  -6.60347848909143e-02  -6.60347848909143e-02
  1.51510343083943e+01  -6.60020946191086e-02  -6.60020946191086e-02
  1.51585347709232e+01  -6.59694366976801e-02  -6.59694366976801e-02
  1.51660352334521e+01  -6.59368110786315e-02  -6.59368110786316e-02
  1.51735356959810e+01  -6.59042177140605e-02  -6.59042177140605e-02
  1.51810361585099e+01  -6.58716565561593e-02  -6.58716565561593e-02
  1.51885366210388e+01  -6.58391275572146e-02  -6.58391275572146e-02
  1.51960370835677e+01  -6.58066306696075e-02  -6.58066306696075e-02
  1.52035375460966e+01  -6.57741658458127e-02  -6.57741658458127e-02
  1.52110380086255e+01  -6.57417330383990e-02  -6.57417330383989e-02
  1.52185384711544e+01  -6.57093322000284e-02  -6.57093322000284e-02
  1.52260389336834e+01  -6.56769632834564e-02  -6.56769632834565e-02
  1.52335393962123e+01  -6.56446262415315e-02  -6.56446262415316e-02
  1.52410398587412e+01  -6.56123210271950e-02  -6.56123210271950e-02
  1.52485403212701e+01  -6.55800475934806e-02  -6.55800475934806e-02
  1.52560407837990e+01  -6.55478058935147e-02  -6.55478058935147e-02
  1.52635412463279e+01  -6.55155958805156e-02  -6.55155958805156e-02
  1.52710417088568e+01  -6.54834175077936e-02  -6.54834175077936e-02
  1.52785421713857e+01  -6.54512707287506e-02  -6.54512707287506e-02
  1.52860426339146e+01  -6.54191554968802e-02  -6.54191554968802e-02
  1.52935430964435e+01  -6.53870717657668e-02  -6.53870717657668e-02
  1.53010435589724e+01  -6.53550194890862e-02  -6.53550194890862e-02
  1.53085440215013e+01  -6.53229986206048e-02  -6.53229986206048e-02
  1.53160444840303e+01  -6.52910091141796e-02  -6.52910091141796e-02
  1.53235449465592e+01  -6.52590509237581e-02  -6.52590509237581e-02
  1.53310454090881e+01  -6.52271240033776e-02  -6.52271240033776e-02
  1.53385458716170e+01  -6.51952283071655e-02  -6.51952283071655e-02
  1.53460463341459e+01  -6.51633637893390e-02  -6.51633637893390e-02
  1.53535467966748e+01  -6.51315304042045e-02  -6.51315304042044e-02
  1.53610472592037e+01  -6.50997281061577e-02  -6.50997281061577e-02
  1.53685477217326e+01  -6.50679568496836e-02  -6.50679568496836e-02
  1.53760481842615e+01  -6.50362165893556e-02  -6.50362165893556e-02
  1.53835486467904e+01  -6.50045072798360e-02  -6.50045072798360e-02
  1.53910491093193e+01  -6.49728288758754e-02  -6.49728288758754e-02
  1.53985495718482e+01  -6.49411813323125e-02  -6.49411813323125e-02
  1.54060500343771e+01  -6.49095646040740e-02  -6.49095646040740e-02
  1.54135504969061e+01  -6.48779786461743e-02  -6.48779786461743e-02
  1.54210509594350e+01  -6.48464234137153e-02  -6.48464234137153e-02
  1.54285514219639e+01  -6.48148988618863e-02  -6.48148988618863e-02
  1.54360518844928e+01  -6.47834049459636e-02  -6.47834049459636e-02
  1.54435523470217e+01  -6.47519416213104e-02  -6.47519416213104e-02
  1.54510528095506e+01  -6.47205088433767e-02  -6.47205088433767e-02
  1.54585532720795e+01  -6.46891065676988e-02  -6.46891065676988e-02
  1.54660537346084e+01  -6.46577347498993e-02  -6.46577347498993e-02
  1.54735541971373e+01  -6.46263933456868e-02  -6.46263933456868e-02
  1.54810546596662e+01  -6.45950823108560e-02  -6.45950823108560e-02
  1.54885551221951e+01  -6.45638016012867e-02  -6.45638016012867e-02
  1.54960555847240e+01  -6.45325511729447e-02  -6.45325511729447e-02
  1.55035560472530e+01  -6.45013309818807e-02  -6.45013309818806e-02
  1.55110565097819e+01  -6.44701409842303e-02  -6.44701409842303e-02
  1.55185569723108e+01  -6.44389811362143e-02  -6.44389811362143e-02
  1.55260574348397e+01  -6.44078513941377e-02  -6.44078513941377e-02
  1.55335578973686e+01  -6.43767517143900e-02  -6.43767517143900e-02
  1.55410583598975e+01  -6.43456820534452e-02  -6.43456820534452e-02
  1.55485588224264e+01  -6.43146423678607e-02  -6.43146423678607e-02
  1.55560592849553e+01  -6.42836326142783e-02  -6.42836326142783e-02
  1.55635597474842e+01  -6.42526527494229e-02  -6.42526527494229e-02
  1.55710602100131e+01  -6.42217027301031e-02  -6.42217027301031e-02
  1.55785606725420e+01  -6.41907825132105e-02  -6.41907825132105e-02
  1.55860611350709e+01  -6.41598920557197e-02  -6.41598920557197e-02
  1.55935615975998e+01  -6.41290313146882e-02  -6.41290313146882e-02
  1.56010620601288e+01  -6.40982002472559e-02  -6.40982002472559e-02
  1.56085625226577e+01  -6.40673988106453e-02  -6.40673988106452e-02
  1.56160629851866e+01  -6.40366269621608e-02  -6.40366269621608e-02
  1.56235634477155e+01  -6.40058846591891e-02  -6.40058846591891e-02
  1.56310639102444e+01  -6.39751718591985e-02  -6.39751718591985e-02
  1.56385643727733e+01  -6.39444885197389e-02  -6.39444885197389e-02
  1.56460648353022e+01  -6.39138345984417e-02  -6.39138345984417e-02
  1.56535652978311e+01  -6.38832100530194e-02  -6.38832100530194e-02
  1.56610657603600e+01  -6.38526148412655e-02  -6.38526148412656e-02
  1.56685662228889e+01  -6.38220489210545e-02  -6.38220489210545e-02
  1.56760666854178e+01  -6.37915122503414e-02  -6.37915122503414e-02
  1.56835671479467e+01  -6.37610047871614e-02  -6.37610047871614e-02
  1.56910676104757e+01  -6.37305264896304e-02  -6.37305264896304e-02
  1.56985680730046e+01  -6.37000773159440e-02  -6.37000773159440e-02
  1.57060685355335e+01  -6.36696572243777e-02  -6.36696572243777e-02
  1.57135689980624e+01  -6.36392661732868e-02  -6.36392661732869e-02
  1.57210694605913e+01  -6.36089041211061e-02  -6.36089041211061e-02
  1.57285699231202e+01  -6.35785710263494e-02  -6.35785710263494e-02
  1.57360703856491e+01  -6.35482668476098e-02  -6.35482668476099e-02
  1.57435708481780e+01  -6.35179915435595e-02  -6.35179915435594e-02
  1.57510713107069e+01  -6.34877450729489e-02  -6.34877450729489e-02
  1.57585717732358e+01  -6.34575273946074e-02  -6.34575273946074e-02
  1.57660722357647e+01  -6.34273384674426e-02  -6.34273384674426e-02
  1.57735726982936e+01  -6.33971782504403e-02  -6.33971782504403e-02
  1.57810731608226e+01  -6.33670467026640e-02  -6.33670467026640e-02
  1.57885736233515e+01  -6.33369437832554e-02  -6.33369437832554e-02
  1.57960740858804e+01  -6.33068694514335e-02  -6.33068694514335e-02
  1.58035745484093e+01  -6.32768236664949e-02  -6.32768236664949e-02
  1.58110750109382e+01  -6.32468063878133e-02  -6.32468063878133e-02
  1.58185754734671e+01  -6.32168175748395e-02  -6.32168175748395e-02
  1.58260759359960e+01  -6.31868571871013e-02  -6.31868571871013e-02
  1.58335763985249e+01  -6.31569251842030e-02  -6.31569251842030e-02
  1.58410768610538e+01  -6.31270215258255e-02  -6.31270215258255e-02
  1.58485773235827e+01  -6.30971461717259e-02  -6.30971461717259e-02
  1.58560777861116e+01  -6.30672990817377e-02  -6.30672990817377e-02
  1.58635782486405e+01  -6.30374802157702e-02  -6.30374802157702e-02
  1.58710787111694e+01  -6.30076895338084e-02  -6.30076895338084e-02
  1.58785791736984e+01  -6.29779269959130e-02  -6.29779269959130e-02
  1.58860796362273e+01  -6.29481925622203e-02  -6.29481925622203e-02
  1.58935800987562e+01  -6.29184861929415e-02  -6.29184861929415e-02
  1.59010805612851e+01  -6.28888078483632e-02  -6.28888078483631e-02
  1.59085810238140e+01  -6.28591574888466e-02  -6.28591574888466e-02
  1.59160814863429e+01  -6.28295350748279e-02  -6.28295350748279e-02
  1.59235819488718e+01  -6.27999405668177e-02  -6.27999405668177e-02
  1.59310824114007e+01  -6.27703739254009e-02  -6.27703739254009e-02
  1.59385828739296e+01  -6.27408351112367e-02  -6.27408351112367e-02
  1.59460833364585e+01  -6.27113240850584e-02  -6.27113240850584e-02
  1.59535837989874e+01  -6.26818408076729e-02  -6.26818408076729e-02
  1.59610842615163e+01  -6.26523852399610e-02  -6.26523852399610e-02
  1.59685847240453e+01  -6.26229573428768e-02  -6.26229573428768e-02
