r	psi_1	psi_2	psi_3	psi_4	psi_5	psi_6	psi_7
7.0875	8.838802707692978e-06	-0.01490092354280095	0.014601588929246153	0.014643841186368316	0.018864007012029026	-0.007543023180567216	-0.012460621836285149
7.1291666666666655	8.299743630037992e-06	-0.014692152805229938	0.014838180766162673	0.01476007581179692	0.01868965958947824	-0.0077927682334050655	-0.0126644326209064
7.1708333333333325	7.793399095229149e-06	-0.01448530742435424	0.015071123073689217	0.014870533307462769	0.01851567123327874	-0.008040747514446065	-0.012863688407698236
7.212499999999999	7.31779535167845e-06	-0.014280401289584584	0.015300401204136766	0.014975212518082396	0.018342076343592303	-0.008286921219487145	-0.013058343747337338
7.2541666666666655	6.871076883201683e-06	-0.014077446917677138	0.01552600220854144	0.0150741146529342	0.01816890827159844	-0.008531250799457785	-0.013248355390386754
7.2958333333333325	6.45149938841471e-06	-0.013876455498786	0.01574791479524896	0.015167243235130513	0.01799619933716712	-0.00877369894607249	-0.013433682266928268
7.337499999999999	6.057423172378271e-06	-0.01367743694145134	0.01596612928898476	0.015254604051171556	0.01782398084647967	-0.009014229577320345	-0.013614285465743193
7.3791666666666655	5.687306926632386e-06	-0.013480399916537732	0.016180637590416724	0.015336205100797962	0.017652283109586515	-0.009252807822805529	-0.013790128213063248
7.4208333333333325	5.339701875116385e-06	-0.01328535190013526	0.016391433136216788	0.01541205654715862	0.01748113545789287	-0.009489400008951834	-0.013961175850914114
7.462499999999999	5.013246264749438e-06	-0.013092299215438488	0.016598510859627307	0.015482170667309454	0.01731056626156311	-0.009723973644083837	-0.014127395815071934
7.5041666666666655	4.7066601806546685e-06	-0.012901247073617204	0.016801867151537107	0.01554656180305812	0.01714060294683441	-0.009956497403397229	-0.014288757612654189
7.5458333333333325	4.418740667151997e-06	-0.012712199613692911	0.017001499822071928	0.015605246312168412	0.0169712720132332	-0.01018694111382992	-0.014445232799365285
7.587499999999999	4.148357136722264e-06	-0.012525159941437112	0.01719740806270295	0.015658242519938047	0.016802599050684992	-0.010415275738845818	-0.014596794956415795
7.6291666666666655	3.8944470501635135e-06	-0.012340130167305167	0.017389592408876955	0.015705570671161916	0.01663460875651128	-0.010641473363141972	-0.01474341966713518
7.6708333333333325	3.6560118521212697e-06	-0.012157111443421171	0.017578054703171	0.015747252882493026	0.01646732495230641	-0.010865507177289766	-0.01488508449329632
7.712499999999999	3.432113147082e-06	-0.01197610399962947	0.017762798058973704	0.015783313095212404	0.016300770600688408	-0.01108735146232062	-0.015021768951170258
7.7541666666666655	3.221869101775593e-06	-0.01179710717862721	0.017943826824695117	0.015813777028418102	0.01613496782191736	-0.011306981574266113	-0.015153454487328777
7.7958333333333325	3.024451060740898e-06	-0.011620119470194094	0.018121146548506984	0.01583867213264364	0.015969937910375986	-0.011524373928661817	-0.01528012445421198
7.837499999999999	2.839080362571188e-06	-0.011445138544534272	0.018294763943613603	0.015858027543914778	0.01580570135090714	-0.011739505985024264	-0.015401764085478128
7.8791666666666655	2.6650253450765373e-06	-0.011272161284745652	0.01846468685405482	0.01587187403825383	0.015642277835003347	-0.011952356231309663	-0.015518360471151248
7.9208333333333325	2.5015985282791982e-06	-0.011101183818432928	0.018630924221040627	0.015880243986639047	0.0154796862768439	-0.012162904168363364	-0.01562990253258328
7.962499999999999	2.3481539647988902e-06	-0.010932201548478362	0.01879348604981744	0.01588317131042722	0.015317944829175362	-0.0123711302943677	-0.015736380997245822
8.004166666666666	2.204084747789252e-06	-0.010765209182986835	0.018952383377065535	0.015880691437246162	0.01515707089903152	-0.01257701608929615	-0.015837788373366146
8.04583333333333	2.0688206671570917e-06	-0.010600200764420552	0.019107628238826738	0.015872841257363678	0.014997081163288952	-0.012780543999381734	-0.01593411892442313
8.0875	1.941826005333721e-06	-0.010437169697937874	0.019259233638961475	0.015859659080539473	0.014837991584055486	-0.012981697421606745	-0.016025368643516523
8.129166666666666	1.8225974643747408e-06	-0.01027610877895188	0.019407213518133036	0.015841184593364848	0.01467981742388823	-0.01318046068822042	-0.016111535227623753
8.17083333333333	1.7106622166428325e-06	-0.010117010219924288	0.019551582723317983	0.015817458817095988	0.014522573260838086	-0.013376819051292134	-0.016192618051757243
8.2125	1.6055760717790457e-06	-0.009959865676409257	0.01969235697784032	0.015788524065984976	0.014366273003319024	-0.013570758667305269	-0.016268618143036307
8.254166666666666	1.5069217530931602e-06	-0.009804666272362072	0.019829552851926776	0.015754423906113143	0.014210929904799163	-0.013762266581798964	-0.016339538154685123
8.29583333333333	1.4143072769042948e-06	-0.009651402624728071	0.019963187733781765	0.015715203114730396	0.01405655657831196	-0.013951330714063471	-0.016405382339970152
8.3375	1.327364428740866e-06	-0.009500064867325856	0.02009327980117805	0.015670907640104047	0.013903165010785774	-0.014137939841893987	-0.016466156526088196
8.379166666666666	1.245747330664847e-06	-0.009350642674039891	0.02021984799356053	0.01562158456188	0.013750766577189814	-0.014322083586409368	-0.016521868088017127
8.42083333333333	1.1691310943209409e-06	-0.009203125281336764	0.020342911984660407	0.015567282051959366	0.013599372054495688	-0.014503752396940304	-0.01657252592234061
8.4625	1.097210554627487e-06	-0.009057501510119444	0.020462492155615828	0.015508049335892298	0.013448991635452968	-0.014682937535991892	-0.016618140421057845
