# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p
2.71442738921183e+01 -1.54884554069748e-05 1.49131896187051e-02 -1.88044182873925e-01 1.77619855169436e-04 -3.56707988835169e-02
2.71517743546472e+01 -1.54265950261675e-05 1.48836331950001e-02 -1.87909447201290e-01 1.77049327613581e-04 -3.56135533434353e-02
2.71592748171761e+01 -1.53649796623367e-05 1.48541316438506e-02 -1.87774712887013e-01 1.76480605863141e-04 -3.55563898452272e-02
2.71667752797050e+01 -1.53036083544330e-05 1.48246848734800e-02 -1.87639980144881e-01 1.75913684304450e-04 -3.54993082948784e-02
2.71742757422339e+01 -1.52424801451334e-05 1.47952927922367e-02 -1.87505249188250e-01 1.75348557340898e-04 -3.54423085984226e-02
2.71817762047628e+01 -1.51815940808269e-05 1.47659553085945e-02 -1.87370520230053e-01 1.74785219392889e-04 -3.53853906619415e-02
2.71892766672917e+01 -1.51209492116002e-05 1.47366723311521e-02 -1.87235793482797e-01 1.74223664897786e-04 -3.53285543915650e-02
2.71967771298206e+01 -1.50605445912236e-05 1.47074437686332e-02 -1.87101069158562e-01 1.73663888309862e-04 -3.52717996934715e-02
2.72042775923495e+01 -1.50003792771371e-05 1.46782695298866e-02 -1.86966347469003e-01 1.73105884100251e-04 -3.52151264738876e-02
2.72117780548784e+01 -1.49404523304363e-05 1.46491495238856e-02 -1.86831628625351e-01 1.72549646756897e-04 -3.51585346390889e-02
2.72192785174073e+01 -1.48807628158581e-05 1.46200836597284e-02 -1.86696912838412e-01 1.71995170784506e-04 -3.51020240953996e-02
2.72267789799362e+01 -1.48213098017674e-05 1.45910718466378e-02 -1.86562200318569e-01 1.71442450704494e-04 -3.50455947491929e-02
2.72342794424652e+01 -1.47620923601424e-05 1.45621139939612e-02 -1.86427491275778e-01 1.70891481054939e-04 -3.49892465068911e-02
2.72417799049941e+01 -1.47031095665615e-05 1.45332100111704e-02 -1.86292785919576e-01 1.70342256390534e-04 -3.49329792749660e-02
2.72492803675230e+01 -1.46443605001894e-05 1.45043598078617e-02 -1.86158084459075e-01 1.69794771282534e-04 -3.48767929599384e-02
2.72567808300519e+01 -1.45858442437628e-05 1.44755632937553e-02 -1.86023387102962e-01 1.69249020318708e-04 -3.48206874683789e-02
2.72642812925808e+01 -1.45275598835776e-05 1.44468203786961e-02 -1.85888694059506e-01 1.68704998103293e-04 -3.47646627069079e-02
2.72717817551097e+01 -1.44695065094745e-05 1.44181309726528e-02 -1.85754005536551e-01 1.68162699256942e-04 -3.47087185821955e-02
2.72792822176386e+01 -1.44116832148261e-05 1.43894949857181e-02 -1.85619321741522e-01 1.67622118416678e-04 -3.46528550009618e-02
2.72867826801675e+01 -1.43540890965229e-05 1.43609123281087e-02 -1.85484642881419e-01 1.67083250235844e-04 -3.45970718699771e-02
2.72942831426964e+01 -1.42967232549599e-05 1.43323829101651e-02 -1.85349969162825e-01 1.66546089384054e-04 -3.45413690960620e-02
2.73017836052253e+01 -1.42395847940234e-05 1.43039066423517e-02 -1.85215300791901e-01 1.66010630547149e-04 -3.44857465860875e-02
2.73092840677542e+01 -1.41826728210776e-05 1.42754834352562e-02 -1.85080637974388e-01 1.65476868427142e-04 -3.44302042469754e-02
2.73167845302831e+01 -1.41259864469511e-05 1.42471131995902e-02 -1.84945980915607e-01 1.64944797742178e-04 -3.43747419856979e-02
2.73242849928120e+01 -1.40695247859238e-05 1.42187958461887e-02 -1.84811329820460e-01 1.64414413226480e-04 -3.43193597092782e-02
2.73317854553410e+01 -1.40132869557136e-05 1.41905312860098e-02 -1.84676684893431e-01 1.63885709630307e-04 -3.42640573247906e-02
2.73392859178699e+01 -1.39572720774633e-05 1.41623194301352e-02 -1.84542046338583e-01 1.63358681719901e-04 -3.42088347393604e-02
2.73467863803988e+01 -1.39014792757275e-05 1.41341601897698e-02 -1.84407414359563e-01 1.62833324277442e-04 -3.41536918601645e-02
2.73542868429277e+01 -1.38459076784594e-05 1.41060534762413e-02 -1.84272789159600e-01 1.62309632101005e-04 -3.40986285944308e-02
2.73617873054566e+01 -1.37905564169979e-05 1.40779992010008e-02 -1.84138170941504e-01 1.61787600004503e-04 -3.40436448494392e-02
2.73692877679855e+01 -1.37354246260547e-05 1.40499972756219e-02 -1.84003559907669e-01 1.61267222817653e-04 -3.39887405325209e-02
2.73767882305144e+01 -1.36805114437012e-05 1.40220476118014e-02 -1.83868956260073e-01 1.60748495385917e-04 -3.39339155510594e-02
2.73842886930433e+01 -1.36258160113558e-05 1.39941501213586e-02 -1.83734360200276e-01 1.60231412570463e-04 -3.38791698124898e-02
2.73917891555722e+01 -1.35713374737709e-05 1.39663047162356e-02 -1.83599771929423e-01 1.59715969248117e-04 -3.38245032242995e-02
2.73992896181011e+01 -1.35170749790205e-05 1.39385113084968e-02 -1.83465191648244e-01 1.59202160311316e-04 -3.37699156940282e-02
2.74067900806300e+01 -1.34630276784869e-05 1.39107698103294e-02 -1.83330619557052e-01 1.58689980668059e-04 -3.37154071292680e-02
2.74142905431589e+01 -1.34091947268484e-05 1.38830801340426e-02 -1.83196055855747e-01 1.58179425241868e-04 -3.36609774376634e-02
2.74217910056879e+01 -1.33555752820668e-05 1.38554421920681e-02 -1.83061500743814e-01 1.57670488971734e-04 -3.36066265269118e-02
2.74292914682168e+01 -1.33021685053744e-05 1.38278558969597e-02 -1.82926954420323e-01 1.57163166812077e-04 -3.35523543047631e-02
2.74367919307457e+01 -1.32489735612619e-05 1.38003211613934e-02 -1.82792417083932e-01 1.56657453732698e-04 -3.34981606790205e-02
2.74442923932746e+01 -1.31959896174655e-05 1.37728378981669e-02 -1.82657888932884e-01 1.56153344718732e-04 -3.34440455575399e-02
2.74517928558035e+01 -1.31432158449549e-05 1.37454060202000e-02 -1.82523370165009e-01 1.55650834770606e-04 -3.33900088482306e-02
2.74592933183324e+01 -1.30906514179204e-05 1.37180254405343e-02 -1.82388860977727e-01 1.55149918903991e-04 -3.33360504590554e-02
2.74667937808613e+01 -1.30382955137611e-05 1.36906960723330e-02 -1.82254361568043e-01 1.54650592149757e-04 -3.32821702980302e-02
2.74742942433902e+01 -1.29861473130723e-05 1.36634178288809e-02 -1.82119872132552e-01 1.54152849553931e-04 -3.32283682732247e-02
2.74817947059191e+01 -1.29342059996331e-05 1.36361906235845e-02 -1.81985392867436e-01 1.53656686177647e-04 -3.31746442927623e-02
2.74892951684480e+01 -1.28824707603944e-05 1.36090143699715e-02 -1.81850923968467e-01 1.53162097097105e-04 -3.31209982648203e-02
2.74967956309769e+01 -1.28309407854670e-05 1.35818889816910e-02 -1.81716465631006e-01 1.52669077403524e-04 -3.30674300976300e-02
2.75042960935058e+01 -1.27796152681089e-05 1.35548143725133e-02 -1.81582018050005e-01 1.52177622203102e-04 -3.30139396994765e-02
2.75117965560348e+01 -1.27284934047137e-05 1.35277904563298e-02 -1.81447581420003e-01 1.51687726616965e-04 -3.29605269786997e-02
2.75192970185637e+01 -1.26775743947983e-05 1.35008171471531e-02 -1.81313155935134e-01 1.51199385781127e-04 -3.29071918436933e-02
2.75267974810926e+01 -1.26268574409911e-05 1.34738943591165e-02 -1.81178741789119e-01 1.50712594846444e-04 -3.28539342029059e-02
2.75342979436215e+01 -1.25763417490200e-05 1.34470220064742e-02 -1.81044339175271e-01 1.50227348978572e-04 -3.28007539648404e-02
2.75417984061504e+01 -1.25260265277005e-05 1.34202000036014e-02 -1.80909948286497e-01 1.49743643357922e-04 -3.27476510380546e-02
2.75492988686793e+01 -1.24759109889238e-05 1.33934282649935e-02 -1.80775569315293e-01 1.49261473179615e-04 -3.26946253311613e-02
2.75567993312082e+01 -1.24259943476453e-05 1.33667067052667e-02 -1.80641202453749e-01 1.48780833653440e-04 -3.26416767528280e-02
2.75642997937371e+01 -1.23762758218723e-05 1.33400352391578e-02 -1.80506847893548e-01 1.48301720003809e-04 -3.25888052117775e-02
2.75718002562660e+01 -1.23267546326529e-05 1.33134137815236e-02 -1.80372505825966e-01 1.47824127469715e-04 -3.25360106167878e-02
2.75793007187949e+01 -1.22774300040639e-05 1.32868422473414e-02 -1.80238176441871e-01 1.47348051304689e-04 -3.24832928766922e-02
2.75868011813238e+01 -1.22283011631993e-05 1.32603205517086e-02 -1.80103859931728e-01 1.46873486776756e-04 -3.24306519003795e-02
2.75943016438527e+01 -1.21793673401589e-05 1.32338486098426e-02 -1.79969556485594e-01 1.46400429168389e-04 -3.23780875967941e-02
2.76018021063816e+01 -1.21306277680364e-05 1.32074263370809e-02 -1.79835266293122e-01 1.45928873776473e-04 -3.23255998749362e-02
2.76093025689106e+01 -1.20820816829082e-05 1.31810536488807e-02 -1.79700989543559e-01 1.45458815912256e-04 -3.22731886438616e-02
2.76168030314395e+01 -1.20337283238220e-05 1.31547304608191e-02 -1.79566726425748e-01 1.44990250901309e-04 -3.22208538126823e-02
2.76243034939684e+01 -1.19855669327852e-05 1.31284566885927e-02 -1.79432477128128e-01 1.44523174083483e-04 -3.21685952905663e-02
2.76318039564973e+01 -1.19375967547536e-05 1.31022322480179e-02 -1.79298241838734e-01 1.44057580812867e-04 -3.21164129867377e-02
2.76393044190262e+01 -1.18898170376201e-05 1.30760570550305e-02 -1.79164020745200e-01 1.43593466457745e-04 -3.20643068104770e-02
2.76468048815551e+01 -1.18422270322033e-05 1.30499310256854e-02 -1.79029814034753e-01 1.43130826400553e-04 -3.20122766711211e-02
2.76543053440840e+01 -1.17948259922367e-05 1.30238540761571e-02 -1.78895621894220e-01 1.42669656037841e-04 -3.19603224780634e-02
2.76618058066129e+01 -1.17476131743569e-05 1.29978261227392e-02 -1.78761444510026e-01 1.42209950780225e-04 -3.19084441407540e-02
2.76693062691418e+01 -1.17005878380930e-05 1.29718470818443e-02 -1.78627282068193e-01 1.41751706052349e-04 -3.18566415686997e-02
2.76768067316707e+01 -1.16537492458549e-05 1.29459168700040e-02 -1.78493134754344e-01 1.41294917292844e-04 -3.18049146714643e-02
2.76843071941996e+01 -1.16070966629230e-05 1.29200354038687e-02 -1.78359002753697e-01 1.40839579954284e-04 -3.17532633586685e-02
2.76918076567285e+01 -1.15606293574366e-05 1.28942026002078e-02 -1.78224886251074e-01 1.40385689503145e-04 -3.17016875399902e-02
2.76993081192575e+01 -1.15143466003829e-05 1.28684183759092e-02 -1.78090785430893e-01 1.39933241419765e-04 -3.16501871251643e-02
2.77068085817864e+01 -1.14682476655864e-05 1.28426826479793e-02 -1.77956700477175e-01 1.39482231198301e-04 -3.15987620239833e-02
2.77143090443153e+01 -1.14223318296981e-05 1.28169953335432e-02 -1.77822631573540e-01 1.39032654346690e-04 -3.15474121462970e-02
2.77218095068442e+01 -1.13765983721839e-05 1.27913563498441e-02 -1.77688578903210e-01 1.38584506386606e-04 -3.14961374020128e-02
2.77293099693731e+01 -1.13310465753146e-05 1.27657656142437e-02 -1.77554542649007e-01 1.38137782853421e-04 -3.14449377010957e-02
2.77368104319020e+01 -1.12856757241549e-05 1.27402230442218e-02 -1.77420522993357e-01 1.37692479296161e-04 -3.13938129535685e-02
2.77443108944309e+01 -1.12404851065521e-05 1.27147285573762e-02 -1.77286520118286e-01 1.37248591277470e-04 -3.13427630695120e-02
2.77518113569598e+01 -1.11954740131265e-05 1.26892820714228e-02 -1.77152534205424e-01 1.36806114373565e-04 -3.12917879590648e-02
2.77593118194887e+01 -1.11506417372596e-05 1.26638835041953e-02 -1.77018565436003e-01 1.36365044174200e-04 -3.12408875324238e-02
2.77668122820176e+01 -1.11059875750844e-05 1.26385327736450e-02 -1.76884613990859e-01 1.35925376282622e-04 -3.11900616998438e-02
2.77743127445465e+01 -1.10615108254741e-05 1.26132297978412e-02 -1.76750680050433e-01 1.35487106315530e-04 -3.11393103716383e-02
2.77818132070754e+01 -1.10172107900322e-05 1.25879744949706e-02 -1.76616763794767e-01 1.35050229903041e-04 -3.10886334581790e-02
2.77893136696044e+01 -1.09730867730817e-05 1.25627667833372e-02 -1.76482865403510e-01 1.34614742688644e-04 -3.10380308698960e-02
2.77968141321333e+01 -1.09291380816544e-05 1.25376065813626e-02 -1.76348985055916e-01 1.34180640329163e-04 -3.09875025172783e-02
2.78043145946622e+01 -1.08853640254810e-05 1.25124938075856e-02 -1.76215122930843e-01 1.33747918494715e-04 -3.09370483108734e-02
2.78118150571911e+01 -1.08417639169805e-05 1.24874283806621e-02 -1.76081279206757e-01 1.33316572868674e-04 -3.08866681612879e-02
2.78193155197200e+01 -1.07983370712497e-05 1.24624102193650e-02 -1.75947454061727e-01 1.32886599147629e-04 -3.08363619791871e-02
2.78268159822489e+01 -1.07550828060532e-05 1.24374392425843e-02 -1.75813647673431e-01 1.32457993041345e-04 -3.07861296752954e-02
2.78343164447778e+01 -1.07120004418128e-05 1.24125153693268e-02 -1.75679860219154e-01 1.32030750272722e-04 -3.07359711603964e-02
2.78418169073067e+01 -1.06690893015977e-05 1.23876385187160e-02 -1.75546091875786e-01 1.31604866577762e-04 -3.06858863453329e-02
2.78493173698356e+01 -1.06263487111140e-05 1.23628086099920e-02 -1.75412342819829e-01 1.31180337705522e-04 -3.06358751410071e-02
2.78568178323645e+01 -1.05837779986946e-05 1.23380255625116e-02 -1.75278613227388e-01 1.30757159418079e-04 -3.05859374583807e-02
2.78643182948934e+01 -1.05413764952893e-05 1.23132892957479e-02 -1.75144903274180e-01 1.30335327490493e-04 -3.05360732084747e-02
2.78718187574223e+01 -1.04991435344545e-05 1.22885997292904e-02 -1.75011213135530e-01 1.29914837710764e-04 -3.04862823023699e-02
2.78793192199512e+01 -1.04570784523432e-05 1.22639567828448e-02 -1.74877542986373e-01 1.29495685879797e-04 -3.04365646512071e-02
2.78868196824802e+01 -1.04151805876954e-05 1.22393603762328e-02 -1.74743893001254e-01 1.29077867811363e-04 -3.03869201661864e-02
2.78943201450091e+01 -1.03734492818274e-05 1.22148104293925e-02 -1.74610263354326e-01 1.28661379332057e-04 -3.03373487585684e-02
2.79018206075380e+01 -1.03318838786227e-05 1.21903068623774e-02 -1.74476654219354e-01 1.28246216281265e-04 -3.02878503396733e-02
2.79093210700669e+01 -1.02904837245215e-05 1.21658495953573e-02 -1.74343065769715e-01 1.27832374511123e-04 -3.02384248208818e-02
2.79168215325958e+01 -1.02492481685112e-05 1.21414385486175e-02 -1.74209498178396e-01 1.27419849886478e-04 -3.01890721136345e-02
2.79243219951247e+01 -1.02081765621166e-05 1.21170736425587e-02 -1.74075951617996e-01 1.27008638284852e-04 -3.01397921294325e-02
2.79318224576536e+01 -1.01672682593899e-05 1.20927547976976e-02 -1.73942426260727e-01 1.26598735596405e-04 -3.00905847798374e-02
2.79393229201825e+01 -1.01265226169011e-05 1.20684819346657e-02 -1.73808922278412e-01 1.26190137723893e-04 -3.00414499764713e-02
2.79468233827114e+01 -1.00859389937286e-05 1.20442549742104e-02 -1.73675439842489e-01 1.25782840582638e-04 -2.99923876310166e-02
2.79543238452403e+01 -1.00455167514489e-05 1.20200738371938e-02 -1.73541979124008e-01 1.25376840100480e-04 -2.99433976552169e-02
2.79618243077692e+01 -1.00052552541277e-05 1.19959384445933e-02 -1.73408540293632e-01 1.24972132217750e-04 -2.98944799608762e-02
2.79693247702981e+01 -9.96515386830990e-06 1.19718487175013e-02 -1.73275123521642e-01 1.24568712887226e-04 -2.98456344598596e-02
2.79768252328270e+01 -9.92521196301002e-06 1.19478045771251e-02 -1.73141728977929e-01 1.24166578074097e-04 -2.97968610640931e-02
2.79843256953560e+01 -9.88542890970291e-06 1.19238059447866e-02 -1.73008356832001e-01 1.23765723755930e-04 -2.97481596855639e-02
2.79918261578849e+01 -9.84580408231421e-06 1.18998527419225e-02 -1.72875007252982e-01 1.23366145922628e-04 -2.96995302363202e-02
2.79993266204138e+01 -9.80633685721085e-06 1.18759448900840e-02 -1.72741680409612e-01 1.22967840576394e-04 -2.96509726284715e-02
2.80068270829427e+01 -9.76702661319172e-06 1.18520823109369e-02 -1.72608376470246e-01 1.22570803731697e-04 -2.96024867741887e-02
2.80143275454716e+01 -9.72787273147826e-06 1.18282649262611e-02 -1.72475095602856e-01 1.22175031415234e-04 -2.95540725857042e-02
2.80218280080005e+01 -9.68887459570519e-06 1.18044926579510e-02 -1.72341837975031e-01 1.21780519665892e-04 -2.95057299753118e-02
2.80293284705294e+01 -9.65003159191113e-06 1.17807654280149e-02 -1.72208603753978e-01 1.21387264534712e-04 -2.94574588553670e-02
2.80368289330583e+01 -9.61134310852944e-06 1.17570831585754e-02 -1.72075393106522e-01 1.20995262084856e-04 -2.94092591382869e-02
2.80443293955872e+01 -9.57280853637892e-06 1.17334457718687e-02 -1.71942206199106e-01 1.20604508391567e-04 -2.93611307365504e-02
2.80518298581161e+01 -9.53442726865467e-06 1.17098531902452e-02 -1.71809043197791e-01 1.20214999542132e-04 -2.93130735626985e-02
2.80593303206450e+01 -9.49619870091892e-06 1.16863053361687e-02 -1.71675904268258e-01 1.19826731635851e-04 -2.92650875293339e-02
2.80668307831739e+01 -9.45812223109191e-06 1.16628021322166e-02 -1.71542789575806e-01 1.19439700783997e-04 -2.92171725491214e-02
2.80743312457029e+01 -9.42019725944282e-06 1.16393435010802e-02 -1.71409699285357e-01 1.19053903109782e-04 -2.91693285347881e-02
2.80818317082318e+01 -9.38242318858071e-06 1.16159293655637e-02 -1.71276633561450e-01 1.18669334748318e-04 -2.91215553991230e-02
2.80893321707607e+01 -9.34479942344549e-06 1.15925596485849e-02 -1.71143592568246e-01 1.18285991846588e-04 -2.90738530549779e-02
2.80968326332896e+01 -9.30732537129897e-06 1.15692342731746e-02 -1.71010576469528e-01 1.17903870563404e-04 -2.90262214152664e-02
2.81043330958185e+01 -9.27000044171593e-06 1.15459531624769e-02 -1.70877585428700e-01 1.17522967069375e-04 -2.89786603929651e-02
2.81118335583474e+01 -9.23282404657515e-06 1.15227162397487e-02 -1.70744619608787e-01 1.17143277546871e-04 -2.89311699011128e-02
2.81193340208763e+01 -9.19579560005055e-06 1.14995234283597e-02 -1.70611679172437e-01 1.16764798189987e-04 -2.88837498528111e-02
2.81268344834052e+01 -9.15891451860240e-06 1.14763746517926e-02 -1.70478764281921e-01 1.16387525204509e-04 -2.88364001612242e-02
2.81343349459341e+01 -9.12218022096843e-06 1.14532698336425e-02 -1.70345875099134e-01 1.16011454807879e-04 -2.87891207395793e-02
2.81418354084630e+01 -9.08559212815510e-06 1.14302088976172e-02 -1.70213011785593e-01 1.15636583229160e-04 -2.87419115011663e-02
2.81493358709919e+01 -9.04914966342885e-06 1.14071917675368e-02 -1.70080174502439e-01 1.15262906708999e-04 -2.86947723593381e-02
2.81568363335208e+01 -9.01285225230738e-06 1.13842183673339e-02 -1.69947363410440e-01 1.14890421499597e-04 -2.86477032275107e-02
2.81643367960498e+01 -8.97669932255096e-06 1.13612886210532e-02 -1.69814578669984e-01 1.14519123864670e-04 -2.86007040191632e-02
2.81718372585787e+01 -8.94069030415384e-06 1.13384024528515e-02 -1.69681820441090e-01 1.14149010079417e-04 -2.85537746478379e-02
2.81793377211076e+01 -8.90482462933556e-06 1.13155597869977e-02 -1.69549088883399e-01 1.13780076430484e-04 -2.85069150271402e-02
2.81868381836365e+01 -8.86910173253242e-06 1.12927605478725e-02 -1.69416384156178e-01 1.13412319215931e-04 -2.84601250707393e-02
2.81943386461654e+01 -8.83352105038892e-06 1.12700046599684e-02 -1.69283706418322e-01 1.13045734745198e-04 -2.84134046923673e-02
2.82018391086943e+01 -8.79808202174926e-06 1.12472920478896e-02 -1.69151055828352e-01 1.12680319339070e-04 -2.83667538058202e-02
2.82093395712232e+01 -8.76278408764882e-06 1.12246226363519e-02 -1.69018432544417e-01 1.12316069329643e-04 -2.83201723249575e-02
2.82168400337521e+01 -8.72762669130577e-06 1.12019963501826e-02 -1.68885836724293e-01 1.11952981060290e-04 -2.82736601637022e-02
2.82243404962810e+01 -8.69260927811257e-06 1.11794131143202e-02 -1.68753268525385e-01 1.11591050885629e-04 -2.82272172360413e-02
2.82318409588099e+01 -8.65773129562768e-06 1.11568728538147e-02 -1.68620728104725e-01 1.11230275171486e-04 -2.81808434560254e-02
2.82393414213388e+01 -8.62299219356713e-06 1.11343754938269e-02 -1.68488215618975e-01 1.10870650294866e-04 -2.81345387377690e-02
2.82468418838677e+01 -8.58839142379621e-06 1.11119209596289e-02 -1.68355731224427e-01 1.10512172643915e-04 -2.80883029954508e-02
2.82543423463966e+01 -8.55392844032125e-06 1.10895091766037e-02 -1.68223275077002e-01 1.10154838617888e-04 -2.80421361433132e-02
2.82618428089256e+01 -8.51960269928123e-06 1.10671400702450e-02 -1.68090847332250e-01 1.09798644627117e-04 -2.79960380956631e-02
2.82693432714545e+01 -8.48541365893969e-06 1.10448135661573e-02 -1.67958448145355e-01 1.09443587092979e-04 -2.79500087668711e-02
2.82768437339834e+01 -8.45136077967643e-06 1.10225295900557e-02 -1.67826077671128e-01 1.09089662447856e-04 -2.79040480713726e-02
2.82843441965123e+01 -8.41744352397941e-06 1.10002880677656e-02 -1.67693736064014e-01 1.08736867135112e-04 -2.78581559236668e-02
2.82918446590412e+01 -8.38366135643657e-06 1.09780889252231e-02 -1.67561423478089e-01 1.08385197609052e-04 -2.78123322383177e-02
2.82993451215701e+01 -8.35001374372777e-06 1.09559320884743e-02 -1.67429140067061e-01 1.08034650334892e-04 -2.77665769299536e-02
2.83068455840990e+01 -8.31650015461667e-06 1.09338174836756e-02 -1.67296885984273e-01 1.07685221788727e-04 -2.77208899132673e-02
2.83143460466279e+01 -8.28312005994274e-06 1.09117450370934e-02 -1.67164661382697e-01 1.07336908457499e-04 -2.76752711030164e-02
2.83218465091568e+01 -8.24987293261320e-06 1.08897146751042e-02 -1.67032466414942e-01 1.06989706838962e-04 -2.76297204140229e-02
2.83293469716857e+01 -8.21675824759505e-06 1.08677263241940e-02 -1.66900301233250e-01 1.06643613441649e-04 -2.75842377611739e-02
2.83368474342146e+01 -8.18377548190716e-06 1.08457799109588e-02 -1.66768165989496e-01 1.06298624784845e-04 -2.75388230594210e-02
2.83443478967435e+01 -8.15092411461231e-06 1.08238753621042e-02 -1.66636060835191e-01 1.05954737398548e-04 -2.74934762237808e-02
2.83518483592725e+01 -8.11820362680928e-06 1.08020126044451e-02 -1.66503985921481e-01 1.05611947823442e-04 -2.74481971693349e-02
2.83593488218014e+01 -8.08561350162507e-06 1.07801915649061e-02 -1.66371941399148e-01 1.05270252610863e-04 -2.74029858112298e-02
2.83668492843303e+01 -8.05315322420697e-06 1.07584121705209e-02 -1.66239927418610e-01 1.04929648322765e-04 -2.73578420646774e-02
2.83743497468592e+01 -8.02082228171484e-06 1.07366743484324e-02 -1.66107944129919e-01 1.04590131531692e-04 -2.73127658449543e-02
2.83818502093881e+01 -7.98862016331328e-06 1.07149780258925e-02 -1.65975991682768e-01 1.04251698820743e-04 -2.72677570674027e-02
2.83893506719170e+01 -7.95654636016395e-06 1.06933231302623e-02 -1.65844070226484e-01 1.03914346783542e-04 -2.72228156474299e-02
2.83968511344459e+01 -7.92460036541778e-06 1.06717095890114e-02 -1.65712179910032e-01 1.03578072024207e-04 -2.71779415005086e-02
2.84043515969748e+01 -7.89278167420738e-06 1.06501373297185e-02 -1.65580320882018e-01 1.03242871157316e-04 -2.71331345421769e-02
2.84118520595037e+01 -7.86108978363929e-06 1.06286062800706e-02 -1.65448493290682e-01 1.02908740807878e-04 -2.70883946880383e-02
2.84193525220326e+01 -7.82952419278645e-06 1.06071163678635e-02 -1.65316697283907e-01 1.02575677611299e-04 -2.70437218537621e-02
2.84268529845615e+01 -7.79808440268052e-06 1.05856675210012e-02 -1.65184933009213e-01 1.02243678213355e-04 -2.69991159550829e-02
2.84343534470904e+01 -7.76676991630437e-06 1.05642596674961e-02 -1.65053200613760e-01 1.01912739270157e-04 -2.69545769078012e-02
2.84418539096194e+01 -7.73558023858452e-06 1.05428927354689e-02 -1.64921500244350e-01 1.01582857448121e-04 -2.69101046277830e-02
2.84493543721483e+01 -7.70451487638363e-06 1.05215666531480e-02 -1.64789832047422e-01 1.01254029423937e-04 -2.68656990309605e-02
2.84568548346772e+01 -7.67357333849305e-06 1.05002813488703e-02 -1.64658196169060e-01 1.00926251884540e-04 -2.68213600333313e-02
2.84643552972061e+01 -7.64275513562532e-06 1.04790367510800e-02 -1.64526592754987e-01 1.00599521527077e-04 -2.67770875509591e-02
2.84718557597350e+01 -7.61205978040678e-06 1.04578327883296e-02 -1.64395021950569e-01 1.00273835058875e-04 -2.67328814999737e-02
2.84793562222639e+01 -7.58148678737015e-06 1.04366693892788e-02 -1.64263483900812e-01 9.99491891974149e-05 -2.66887417965708e-02
2.84868566847928e+01 -7.55103567294720e-06 1.04155464826950e-02 -1.64131978750369e-01 9.96255806702971e-05 -2.66446683570121e-02
2.84943571473217e+01 -7.52070595546138e-06 1.03944639974530e-02 -1.64000506643531e-01 9.93030062152127e-05 -2.66006610976258e-02
2.85018576098506e+01 -7.49049715512052e-06 1.03734218625350e-02 -1.63869067724237e-01 9.89814625799126e-05 -2.65567199348058e-02
2.85093580723795e+01 -7.46040879400955e-06 1.03524200070302e-02 -1.63737662136067e-01 9.86609465221776e-05 -2.65128447850129e-02
2.85168585349084e+01 -7.43044039608322e-06 1.03314583601351e-02 -1.63606290022247e-01 9.83414548097881e-05 -2.64690355647736e-02
2.85243589974373e+01 -7.40059148715892e-06 1.03105368511529e-02 -1.63474951525647e-01 9.80229842204939e-05 -2.64252921906813e-02
2.85318594599662e+01 -7.37086159490943e-06 1.02896554094941e-02 -1.63343646788782e-01 9.77055315419845e-05 -2.63816145793956e-02
2.85393599224952e+01 -7.34125024885578e-06 1.02688139646754e-02 -1.63212375953813e-01 9.73890935718587e-05 -2.63380026476426e-02
2.85468603850241e+01 -7.31175698036010e-06 1.02480124463205e-02 -1.63081139162547e-01 9.70736671175954e-05 -2.62944563122151e-02
2.85543608475530e+01 -7.28238132261849e-06 1.02272507841597e-02 -1.62949936556438e-01 9.67592489965235e-05 -2.62509754899723e-02
2.85618613100819e+01 -7.25312281065391e-06 1.02065289080293e-02 -1.62818768276586e-01 9.64458360357921e-05 -2.62075600978402e-02
2.85693617726108e+01 -7.22398098130920e-06 1.01858467478724e-02 -1.62687634463739e-01 9.61334250723413e-05 -2.61642100528116e-02
2.85768622351397e+01 -7.19495537323991e-06 1.01652042337381e-02 -1.62556535258292e-01 9.58220129528728e-05 -2.61209252719460e-02
2.85843626976686e+01 -7.16604552690742e-06 1.01446012957813e-02 -1.62425470800289e-01 9.55115965338200e-05 -2.60777056723697e-02
2.85918631601975e+01 -7.13725098457187e-06 1.01240378642634e-02 -1.62294441229421e-01 9.52021726813192e-05 -2.60345511712759e-02
2.85993636227264e+01 -7.10857129028524e-06 1.01035138695512e-02 -1.62163446685030e-01 9.48937382711799e-05 -2.59914616859248e-02
2.86068640852553e+01 -7.08000598988443e-06 1.00830292421176e-02 -1.62032487306107e-01 9.45862901888563e-05 -2.59484371336436e-02
2.86143645477842e+01 -7.05155463098429e-06 1.00625839125409e-02 -1.61901563231291e-01 9.42798253294177e-05 -2.59054774318265e-02
2.86218650103131e+01 -7.02321676297084e-06 1.00421778115051e-02 -1.61770674598873e-01 9.39743405975199e-05 -2.58625824979348e-02
2.86293654728420e+01 -6.99499193699435e-06 1.00218108697994e-02 -1.61639821546795e-01 9.36698329073759e-05 -2.58197522494970e-02
2.86368659353710e+01 -6.96687970596252e-06 1.00014830183185e-02 -1.61509004212648e-01 9.33662991827277e-05 -2.57769866041087e-02
2.86443663978999e+01 -6.93887962453371e-06 9.98119418806226e-03 -1.61378222733677e-01 9.30637363568170e-05 -2.57342854794329e-02
2.86518668604288e+01 -6.91099124911015e-06 9.96094431013559e-03 -1.61247477246776e-01 9.27621413723571e-05 -2.56916487931999e-02
