# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p
  2.64120834470214E+01   1.21553647395698E-07   1.81135332768501E-02  -2.01232919541066E-01   2.39074844416132E-04  -4.13339344882923E-02
  2.64666536607549E+01   4.35908570468394E-07   1.78573526976121E-02  -2.00261639791897E-01   2.33569397222351E-04  -4.08614588442520E-02
  2.65212238744884E+01   7.36312250456654E-07   1.76045468914212E-02  -1.99289282368520E-01   2.28188809071000E-04  -4.03937603675541E-02
  2.65757940882219E+01   1.02323155144771E-06   1.73550762635825E-02  -1.98315944371558E-01   2.22930300913821E-04  -3.99308015939234E-02
  2.66303643019554E+01   1.29711935746179E-06   1.71089015855427E-02  -1.97341721634981E-01   2.17791154107086E-04  -3.94725451516922E-02
  2.66849345156889E+01   1.55841496680473E-06   1.68659839936470E-02  -1.96366708732174E-01   2.12768709138888E-04  -3.90189537661354E-02
  2.67395047294225E+01   1.80754447573262E-06   1.66262849878432E-02  -1.95390998982130E-01   2.07860364382109E-04  -3.85699902636859E-02
  2.67940749431560E+01   2.04492115170844E-06   1.63897664303355E-02  -1.94414684455770E-01   2.03063574872596E-04  -3.81256175760322E-02
  2.68486451568895E+01   2.27094579652381E-06   1.61563905441881E-02  -1.93437855982376E-01   1.98375851112059E-04  -3.76857987440989E-02
  2.69032153706230E+01   2.48600709955190E-06   1.59261199118830E-02  -1.92460603156137E-01   1.93794757895223E-04  -3.72504969219146E-02
  2.69577855843565E+01   2.69048198139080E-06   1.56989174738313E-02  -1.91483014342813E-01   1.89317913160776E-04  -3.68196753803666E-02
  2.70123557980900E+01   2.88473592815023E-06   1.54747465268401E-02  -1.90505176686499E-01   1.84942986865651E-04  -3.63932975108457E-02
  2.70669260118236E+01   3.06912331662785E-06   1.52535707225387E-02  -1.89527176116492E-01   1.80667699882205E-04  -3.59713268287825E-02
  2.71214962255571E+01   3.24398773061528E-06   1.50353540657624E-02  -1.88549097354259E-01   1.76489822917846E-04  -3.55537269770777E-02
  2.71760664392906E+01   3.40966226856783E-06   1.48200609128982E-02  -1.87571023920500E-01   1.72407175456688E-04  -3.51404617294273E-02
  2.72306366530241E+01   3.56646984286586E-06   1.46076559701928E-02  -1.86593038142300E-01   1.68417624722801E-04  -3.47314949935447E-02
  2.72852068667576E+01   3.71472347089008E-06   1.43981042920241E-02  -1.85615221160374E-01   1.64519084664653E-04  -3.43267908142824E-02
  2.73397770804911E+01   3.85472655812721E-06   1.41913712791386E-02  -1.84637652936391E-01   1.60709514960315E-04  -3.39263133766543E-02
  2.73943472942246E+01   3.98677317351698E-06   1.39874226768551E-02  -1.83660412260385E-01   1.56986920043050E-04  -3.35300270087601E-02
  2.74489175079582E+01   4.11114831724615E-06   1.37862245732372E-02  -1.82683576758237E-01   1.53349348146878E-04  -3.31378961846144E-02
  2.75034877216917E+01   4.22812818118967E-06   1.35877433972344E-02  -1.81707222899237E-01   1.49794890371728E-04  -3.27498855268816E-02
  2.75580579354252E+01   4.33798040219434E-06   1.33919459167956E-02  -1.80731426003717E-01   1.46321679767809E-04  -3.23659598095182E-02
  2.76126281491587E+01   4.44096430839502E-06   1.31987992369533E-02  -1.79756260250747E-01   1.42927890438811E-04  -3.19860839603250E-02
  2.76671983628922E+01   4.53733115874868E-06   1.30082707978824E-02  -1.78781798685904E-01   1.39611736663582E-04  -3.16102230634100E-02
  2.77217685766257E+01   4.62732437596678E-06   1.28203283729327E-02  -1.77808113229096E-01   1.36371472035913E-04  -3.12383423615634E-02
  2.77763387903593E+01   4.71117977302192E-06   1.26349400666389E-02  -1.76835274682445E-01   1.33205388622077E-04  -3.08704072585481E-02
  2.78309090040928E+01   4.78912577339987E-06   1.24520743127058E-02  -1.75863352738236E-01   1.30111816135774E-04  -3.05063833213047E-02
  2.78854792178263E+01   4.86138362526418E-06   1.22716998719737E-02  -1.74892415986902E-01   1.27089121130151E-04  -3.01462362820747E-02
  2.79400494315598E+01   4.92816760969567E-06   1.20937858303615E-02  -1.73922531925076E-01   1.24135706206543E-04  -2.97899320404426E-02
  2.79946196452933E+01   4.98968524316531E-06   1.19183015967919E-02  -1.72953766963680E-01   1.21250009239621E-04  -2.94374366652983E-02
  2.80491898590268E+01   5.04613747439486E-06   1.17452169010974E-02  -1.71986186436062E-01   1.18430502618618E-04  -2.90887163967215E-02
  2.81037600727603E+01   5.09771887575529E-06   1.15745017919085E-02  -1.71019854606173E-01   1.15675692504318E-04  -2.87437376477899E-02
  2.81583302864939E+01   5.14461782934969E-06   1.14061266345270E-02  -1.70054834676790E-01   1.12984118101488E-04  -2.84024670063120E-02
  2.82129005002274E+01   5.18701670792298E-06   1.12400621087827E-02  -1.69091188797767E-01   1.10354350946463E-04  -2.80648712364871E-02
  2.82674707139609E+01   5.22509205073749E-06   1.10762792068764E-02  -1.68128978074324E-01   1.07784994209568E-04  -2.77309172804919E-02
  2.83220409276944E+01   5.25901473454952E-06   1.09147492312095E-02  -1.67168262575370E-01   1.05274682012094E-04  -2.74005722599977E-02
  2.83766111414279E+01   5.28895013981880E-06   1.07554437922008E-02  -1.66209101341851E-01   1.02822078757525E-04  -2.70738034776178E-02
  2.84311813551614E+01   5.31505831227900E-06   1.05983348060924E-02  -1.65251552395131E-01   1.00425878476754E-04  -2.67505784182866E-02
  2.84857515688950E+01   5.33749411999437E-06   1.04433944927442E-02  -1.64295672745388E-01   9.80848041869797E-05  -2.64308647505730E-02
  2.85403217826285E+01   5.35640740602412E-06   1.02905953734193E-02  -1.63341518400046E-01   9.57976072640438E-05  -2.61146303279277E-02
  2.85948919963620E+01   5.37194313681318E-06   1.01399102685599E-02  -1.62389144372211E-01   9.35630668279095E-05  -2.58018431898673E-02
  2.86494622100955E+01   5.38424154642464E-06   9.99131229555524E-03  -1.61438604689141E-01   9.13799891410387E-05  -2.54924715630955E-02
  2.87040324238290E+01   5.39343827672636E-06   9.84477486650242E-03  -1.60489952400716E-01   8.92472070194006E-05  -2.51864838625630E-02
  2.87586026375625E+01   5.39966451364118E-06   9.70027168596025E-03  -1.59543239587938E-01   8.71635792558600E-05  -2.48838486924677E-02
  2.88131728512960E+01   5.40304711956729E-06   9.55777674869753E-03  -1.58598517371431E-01   8.51279900556957E-05  -2.45845348471954E-02
  2.88677430650296E+01   5.40370876207258E-06   9.41726433743614E-03  -1.57655835919950E-01   8.31393484840060E-05  -2.42885113122041E-02
  2.89223132787631E+01   5.40176803896404E-06   9.27870902058973E-03  -1.56715244458909E-01   8.11965879247602E-05  -2.39957472648509E-02
  2.89768834924966E+01   5.39733959983056E-06   9.14208564999877E-03  -1.55776791278902E-01   7.92986655512625E-05  -2.37062120751645E-02
  2.90314537062301E+01   5.39053426415503E-06   9.00736935866254E-03  -1.54840523744236E-01   7.74445618077962E-05  -2.34198753065630E-02
  2.90860239199636E+01   5.38145913608896E-06   8.87453555846876E-03  -1.53906488301463E-01   7.56332799022237E-05  -2.31367067165203E-02
  2.91405941336971E+01   5.37021771598045E-06   8.74355993792146E-03  -1.52974730487912E-01   7.38638453093180E-05  -2.28566762571790E-02
  2.91951643474307E+01   5.35691000874401E-06   8.61441845986781E-03  -1.52045294940220E-01   7.21353052846102E-05  -2.25797540759147E-02
  2.92497345611642E+01   5.34163262915829E-06   8.48708735922431E-03  -1.51118225402861E-01   7.04467283885384E-05  -2.23059105158492E-02
  2.93043047748977E+01   5.32447890417548E-06   8.36154314070317E-03  -1.50193564736669E-01   6.87972040206881E-05  -2.20351161163170E-02
  2.93588749886312E+01   5.30553897232414E-06   8.23776257653927E-03  -1.49271354927352E-01   6.71858419639195E-05  -2.17673416132832E-02
  2.94134452023647E+01   5.28489988028473E-06   8.11572270421829E-03  -1.48351637094004E-01   6.56117719381792E-05  -2.15025579397161E-02
  2.94680154160982E+01   5.26264567671532E-06   7.99540082420654E-03  -1.47434451497602E-01   6.40741431638001E-05  -2.12407362259149E-02
  2.95225856298317E+01   5.23885750340268E-06   7.87677449768313E-03  -1.46519837549493E-01   6.25721239340932E-05  -2.09818477997919E-02
  2.95771558435653E+01   5.21361368381210E-06   7.75982154427468E-03  -1.45607833819869E-01   6.11049011970441E-05  -2.07258641871139E-02
  2.96317260572988E+01   5.18698980910723E-06   7.64452003979344E-03  -1.44698478046230E-01   5.96716801459251E-05  -2.04727571116993E-02
  2.96862962710323E+01   5.15905882170942E-06   7.53084831397900E-03  -1.43791807141825E-01   5.82716838186416E-05  -2.02224984955757E-02
  2.97408664847658E+01   5.12989109646420E-06   7.41878494824414E-03  -1.42887857204087E-01   5.69041527056334E-05  -1.99750604590966E-02
  2.97954366984993E+01   5.09955451948056E-06   7.30830877342530E-03  -1.41986663523033E-01   5.55683443661538E-05  -1.97304153210192E-02
  2.98500069122328E+01   5.06811456470723E-06   7.19939886753809E-03  -1.41088260589667E-01   5.42635330527563E-05  -1.94885355985443E-02
  2.99045771259663E+01   5.03563436830824E-06   7.09203455353813E-03  -1.40192682104339E-01   5.29890093438172E-05  -1.92493940073181E-02
  2.99591473396999E+01   5.00217480089842E-06   6.98619539708785E-03  -1.39299960985099E-01   5.17440797839308E-05  -1.90129634613984E-02
  3.00137175534334E+01   4.96779453769781E-06   6.88186120432938E-03  -1.38410129376019E-01   5.05280665320129E-05  -1.87792170731849E-02
  3.00682877671669E+01   4.93255012666271E-06   6.77901201966415E-03  -1.37523218655496E-01   4.93403070169543E-05  -1.85481281533154E-02
  3.01228579809004E+01   4.89649605464894E-06   6.67762812353934E-03  -1.36639259444521E-01   4.81801536006676E-05  -1.83196702105273E-02
  3.01774281946339E+01   4.85968481166212E-06   6.57769003024169E-03  -1.35758281614935E-01   4.70469732483748E-05  -1.80938169514870E-02
  3.02319984083674E+01   4.82216695324761E-06   6.47917848569895E-03  -1.34880314297641E-01   4.59401472059838E-05  -1.78705422805872E-02
  3.02865686221010E+01   4.78399116107196E-06   6.38207446528929E-03  -1.34005385890801E-01   4.48590706844098E-05  -1.76498202997128E-02
  3.03411388358345E+01   4.74520430174577E-06   6.28635917165893E-03  -1.33133524067998E-01   4.38031525506936E-05  -1.74316253079759E-02
  3.03957090495680E+01   4.70585148393706E-06   6.19201403254845E-03  -1.32264755786362E-01   4.27718150257789E-05  -1.72159318014223E-02
  3.04502792633015E+01   4.66597611382237E-06   6.09902069862792E-03  -1.31399107294673E-01   4.17644933888070E-05  -1.70027144727080E-02
  3.05048494770350E+01   4.62561994892213E-06   6.00736104134117E-03  -1.30536604141429E-01   4.07806356877951E-05  -1.67919482107481E-02
  3.05594196907685E+01   4.58482315036497E-06   5.91701715075952E-03  -1.29677271182875E-01   3.98197024565644E-05  -1.65836081003387E-02
  3.06139899045020E+01   4.54362433362503E-06   5.82797133344517E-03  -1.28821132591004E-01   3.88811664377867E-05  -1.63776694217517E-02
  3.06685601182356E+01   4.50206061777466E-06   5.74020611032452E-03  -1.27968211861523E-01   3.79645123120233E-05  -1.61741076503040E-02
  3.07231303319691E+01   4.46016767329407E-06   5.65370421457167E-03  -1.27118531821773E-01   3.70692364326287E-05  -1.59728984559012E-02
  3.07777005457026E+01   4.41797976847819E-06   5.56844858950235E-03  -1.26272114638629E-01   3.61948465663982E-05  -1.57740177025576E-02
  3.08322707594361E+01   4.37552981448000E-06   5.48442238647840E-03  -1.25428981826344E-01   3.53408616398377E-05  -1.55774414478918E-02
  3.08868409731696E+01   4.33284940902855E-06   5.40160896282317E-03  -1.24589154254369E-01   3.45068114909383E-05  -1.53831459425996E-02
  3.09414111869031E+01   4.28996887885865E-06   5.31999187974790E-03  -1.23752652155128E-01   3.36922366263399E-05  -1.51911076299040E-02
  3.09959814006367E+01   4.24691732088861E-06   5.23955490028935E-03  -1.22919495131752E-01   3.28966879837703E-05  -1.50013031449842E-02
  3.10505516143702E+01   4.20372264218092E-06   5.16028198725883E-03  -1.22089702165774E-01   3.21197266996493E-05  -1.48137093143832E-02
  3.11051218281037E+01   4.16041159872023E-06   5.08215730120287E-03  -1.21263291624786E-01   3.13609238817487E-05  -1.46283031553945E-02
  3.11596920418372E+01   4.11700983304191E-06   5.00516519837555E-03  -1.20440281270047E-01   3.06198603868007E-05  -1.44450618754295E-02
  3.12142622555707E+01   4.07354191074343E-06   4.92929022872289E-03  -1.19620688264058E-01   2.98961266029527E-05  -1.42639628713656E-02
  3.12688324693042E+01   4.03003135591014E-06   4.85451713387919E-03  -1.18804529178086E-01   2.91893222369629E-05  -1.40849837288756E-02
  3.13234026830377E+01   3.98650068548605E-06   4.78083084517565E-03  -1.17991819999650E-01   2.84990561060395E-05  -1.39081022217388E-02
  3.13779728967713E+01   3.94297144261942E-06   4.70821648166132E-03  -1.17182576139959E-01   2.78249459342229E-05  -1.37332963111350E-02
  3.14325431105048E+01   3.89946422901207E-06   4.63665934813658E-03  -1.16376812441311E-01   2.71666181532164E-05  -1.35605441449215E-02
  3.14871133242383E+01   3.85599873630074E-06   4.56614493319916E-03  -1.15574543184437E-01   2.65237077075697E-05  -1.33898240568937E-02
  3.15416835379718E+01   3.81259377649770E-06   4.49665890730297E-03  -1.14775782095814E-01   2.58958578641240E-05  -1.32211145660296E-02
  3.15962537517053E+01   3.76926731151752E-06   4.42818712082965E-03  -1.13980542354920E-01   2.52827200256274E-05  -1.30543943757200E-02
  3.16508239654388E+01   3.72603648181578E-06   4.36071560217323E-03  -1.13188836601448E-01   2.46839535484325E-05  -1.28896423729827E-02
  3.17053941791724E+01   3.68291763416495E-06   4.29423055583761E-03  -1.12400676942470E-01   2.40992255641887E-05  -1.27268376276632E-02
  3.17599643929059E+01   3.63992634859208E-06   4.22871836054737E-03  -1.11616074959563E-01   2.35282108054453E-05  -1.25659593916220E-02
  3.18145346066394E+01   3.59707746450209E-06   4.16416556737168E-03  -1.10835041715873E-01   2.29705914350805E-05  -1.24069870979075E-02
  3.18691048203729E+01   3.55438510600985E-06   4.10055889786149E-03  -1.10057587763145E-01   2.24260568794764E-05  -1.22499003599175E-02
  3.19236750341064E+01   3.51186270650369E-06   4.03788524220014E-03  -1.09283723148694E-01   2.18943036653585E-05  -1.20946789705476E-02
  3.19782452478399E+01   3.46952303246221E-06   3.97613165736739E-03  -1.08513457422338E-01   2.13750352602225E-05  -1.19413029013278E-02
  3.20328154615734E+01   3.42737820654586E-06   3.91528536531688E-03  -1.07746799643272E-01   2.08679619162713E-05  -1.17897523015485E-02
  3.20873856753070E+01   3.38543972998388E-06   3.85533375116724E-03  -1.06983758386903E-01   2.03728005177870E-05  -1.16400074973746E-02
  3.21419558890405E+01   3.34371850427695E-06   3.79626436140668E-03  -1.06224341751622E-01   1.98892744318649E-05  -1.14920489909497E-02
  3.21965261027740E+01   3.30222485223507E-06   3.73806490211136E-03  -1.05468557365546E-01   1.94171133624362E-05  -1.13458574594906E-02
  3.22510963165075E+01   3.26096853836978E-06   3.68072323717730E-03  -1.04716412393190E-01   1.89560532075105E-05  -1.12014137543714E-02
  3.23056665302410E+01   3.21995878865940E-06   3.62422738656616E-03  -1.03967913542103E-01   1.85058359195679E-05  -1.10586989001989E-02
  3.23602367439745E+01   3.17920430970510E-06   3.56856552456466E-03  -1.03223067069447E-01   1.80662093690331E-05  -1.09176940938793E-02
  3.24148069577081E+01   3.13871330729558E-06   3.51372597805788E-03  -1.02481878788531E-01   1.76369272107659E-05  -1.07783807036761E-02
  3.24693771714416E+01   3.09849350439732E-06   3.45969722481624E-03  -1.01744354075285E-01   1.72177487535026E-05  -1.06407402682605E-02
  3.25239473851751E+01   3.05855215858699E-06   3.40646789179648E-03  -1.01010497874696E-01   1.68084388321845E-05  -1.05047544957537E-02
  3.25785175989086E+01   3.01889607894213E-06   3.35402675345632E-03  -1.00280314707183E-01   1.64087676831125E-05  -1.03704052627625E-02
  3.26330878126421E+01   2.97953164240586E-06   3.30236273008306E-03  -9.95538086749234E-02   1.60185108218657E-05  -1.02376746134073E-02
  3.26876580263756E+01   2.94046480964083E-06   3.25146488613602E-03  -9.88309834681337E-02   1.56374489239243E-05  -1.01065447583442E-02
  3.27422282401091E+01   2.90170114038714E-06   3.20132242860284E-03  -9.81118423712915E-02   1.52653677079401E-05  -9.97699807378071E-03
  3.27967984538427E+01   2.86324580833886E-06   3.15192470536965E-03  -9.73963882693103E-02   1.49020578215944E-05  -9.84901710048564E-03
  3.28513686675762E+01   2.82510361555287E-06   3.10326120360507E-03  -9.66846236536628E-02   1.45473147299906E-05  -9.72258454279330E-03
  3.29059388813097E+01   2.78727900640392E-06   3.05532154815812E-03  -9.59765506284512E-02   1.42009386065242E-05  -9.59768326760283E-03
  3.29605090950432E+01   2.74977608109895E-06   3.00809549996988E-03  -9.52721709164276E-02   1.38627342261778E-05  -9.47429630337250E-03
  3.30150793087767E+01   2.71259860876363E-06   2.96157295449908E-03  -9.45714858649620E-02   1.35325108611880E-05  -9.35240683910950E-03
  3.30696495225102E+01   2.67575004011358E-06   2.91574394016145E-03  -9.38744964519586E-02   1.32100821790332E-05  -9.23199822335549E-03
  3.31242197362438E+01   2.63923351972256E-06   2.87059861678279E-03  -9.31812032917215E-02   1.28952661426911E-05  -9.11305396316827E-03
  3.31787899499773E+01   2.60305189789917E-06   2.82612727406595E-03  -9.24916066407676E-02   1.25878849131179E-05  -8.99555772309971E-03
  3.32333601637108E+01   2.56720774218394E-06   2.78232033007147E-03  -9.18057064035886E-02   1.22877647538995E-05  -8.87949332417039E-03
  3.32879303774443E+01   2.53170334847754E-06   2.73916832971186E-03  -9.11235021383614E-02   1.19947359380286E-05  -8.76484474284115E-03
  3.33425005911778E+01   2.49654075181138E-06   2.69666194325973E-03  -9.04449930626069E-02   1.17086326567606E-05  -8.65159610998185E-03
  3.33970708049113E+01   2.46172173677084E-06   2.65479196486942E-03  -8.97701780587969E-02   1.14292929305036E-05  -8.53973170983752E-03
  3.34516410186448E+01   2.42724784758149E-06   2.61354931111230E-03  -8.90990556799102E-02   1.11565585216976E-05  -8.42923597899233E-03
  3.35062112323784E+01   2.39312039786834E-06   2.57292501952567E-03  -8.84316241549366E-02   1.08902748496404E-05  -8.32009350533145E-03
  3.35607814461119E+01   2.35934048009765E-06   2.53291024717509E-03  -8.77678813943300E-02   1.06302909072166E-05  -8.21228902700121E-03
  3.36153516598454E+01   2.32590897471085E-06   2.49349626923031E-03  -8.71078249954099E-02   1.03764591794889E-05  -8.10580743136766E-03
  3.36699218735789E+01   2.29282655895958E-06   2.45467447755458E-03  -8.64514522477121E-02   1.01286355641108E-05  -8.00063375397387E-03
  3.37244920873124E+01   2.26009371545088E-06   2.41643637930739E-03  -8.57987601382877E-02   9.88667929352075E-06  -7.89675317749616E-03
  3.37790623010459E+01   2.22771074041104E-06   2.37877359556047E-03  -8.51497453569513E-02   9.65045285887919E-06  -7.79415103069947E-03
  3.38336325147794E+01   2.19567775167655E-06   2.34167785992719E-03  -8.45044043014786E-02   9.41982193570954E-06  -7.69281278739216E-03
  3.38882027285130E+01   2.16399469642036E-06   2.30514101720517E-03  -8.38627330827528E-02   9.19465531120646E-06  -7.59272406538032E-03
  3.39427729422465E+01   2.13266135862121E-06   2.26915502203199E-03  -8.32247275298602E-02   8.97482481317469E-06  -7.49387062542197E-03
  3.39973431559800E+01   2.10167736628393E-06   2.23371193755415E-03  -8.25903831951354E-02   8.76020524056251E-06  -7.39623837018122E-03
  3.40519133697135E+01   2.07104219841804E-06   2.19880393410903E-03  -8.19596953591564E-02   8.55067429555493E-06  -7.29981334318263E-03
  3.41064835834470E+01   2.04075519178195E-06   2.16442328791983E-03  -8.13326590356887E-02   8.34611251719236E-06  -7.20458172776600E-03
  3.41610537971805E+01   2.01081554739987E-06   2.13056237980355E-03  -8.07092689765799E-02   8.14640321648120E-06  -7.11052984604173E-03
  3.42156240109141E+01   1.98122233685820E-06   2.09721369389178E-03  -8.00895196766035E-02   7.95143241296353E-06  -7.01764415784696E-03
  3.42701942246476E+01   1.95197450838815E-06   2.06436981636428E-03  -7.94734053782541E-02   7.76108877271378E-06  -6.92591125970264E-03
  3.43247644383811E+01   1.92307089274102E-06   2.03202343419544E-03  -7.88609200764916E-02   7.57526354773098E-06  -6.83531788377173E-03
  3.43793346521146E+01   1.89451020886238E-06   2.00016733391327E-03  -7.82520575234368E-02   7.39385051669579E-06  -6.74585089681877E-03
  3.44339048658481E+01   1.86629106937140E-06   1.96879440037112E-03  -7.76468112330172E-02   7.21674592706231E-06  -6.65749729917077E-03
  3.44884750795816E+01   1.83841198585103E-06   1.93789761553190E-03  -7.70451744855639E-02   7.04384843845505E-06  -6.57024422367983E-03
  3.45430452933151E+01   1.81087137395508E-06   1.90747005726477E-03  -7.64471403323595E-02   6.87505906734250E-06  -6.48407893468755E-03
  3.45976155070487E+01   1.78366755833752E-06   1.87750489815426E-03  -7.58527016001374E-02   6.71028113295881E-06  -6.39898882699123E-03
  3.46521857207822E+01   1.75679877740965E-06   1.84799540432171E-03  -7.52618508955322E-02   6.54942020444620E-06  -6.31496142481232E-03
  3.47067559345157E+01   1.73026318793030E-06   1.81893493425893E-03  -7.46745806094819E-02   6.39238404919110E-06  -6.23198438076700E-03
  3.47613261482492E+01   1.70405886943418E-06   1.79031693767413E-03  -7.40908829215824E-02   6.23908258232739E-06  -6.15004547483912E-03
  3.48158963619827E+01   1.67818382850348E-06   1.76213495434986E-03  -7.35107498043933E-02   6.08942781738122E-06  -6.06913261335565E-03
  3.48704665757162E+01   1.65263600288745E-06   1.73438261301304E-03  -7.29341730276968E-02   5.94333381803183E-06  -5.98923382796477E-03
  3.49250367894498E+01   1.62741326547460E-06   1.70705363021692E-03  -7.23611441627083E-02   5.80071665096381E-06  -5.91033727461672E-03
  3.49796070031833E+01   1.60251342812232E-06   1.68014180923493E-03  -7.17916545862409E-02   5.66149433978650E-06  -5.83243123254745E-03
  3.50341772169168E+01   1.57793424534803E-06   1.65364103896631E-03  -7.12256954848217E-02   5.52558681999691E-06  -5.75550410326543E-03
  3.50887474306503E+01   1.55367341788647E-06   1.62754529285345E-03  -7.06632578587620E-02   5.39291589496297E-06  -5.67954440954140E-03
  3.51433176443838E+01   1.52972859611706E-06   1.60184862781090E-03  -7.01043325261809E-02   5.26340519290433E-06  -5.60454079440146E-03
  3.51978878581173E+01   1.50609738336551E-06   1.57654518316590E-03  -6.95489101269825E-02   5.13698012484879E-06  -5.53048202012351E-03
  3.52524580718508E+01   1.48277733908366E-06   1.55162917961039E-03  -6.89969811267873E-02   5.01356784354236E-06  -5.45735696723701E-03
  3.53070282855844E+01   1.45976598191115E-06   1.52709491816445E-03  -6.84485358208174E-02   4.89309720329197E-06  -5.38515463352644E-03
  3.53615984993179E+01   1.43706079262298E-06   1.50293677915099E-03  -6.79035643377367E-02   4.77549872071992E-06  -5.31386413303833E-03
  3.54161687130514E+01   1.41465921696620E-06   1.47914922118172E-03  -6.73620566434454E-02   4.66070453640975E-06  -5.24347469509203E-03
  3.54707389267849E+01   1.39255866838953E-06   1.45572678015422E-03  -6.68240025448297E-02   4.54864837742384E-06  -5.17397566329433E-03
  3.55253091405184E+01   1.37075653066902E-06   1.43266406826014E-03  -6.62893916934668E-02   4.43926552067303E-06  -5.10535649455803E-03
  3.55798793542519E+01   1.34925016043339E-06   1.40995577300428E-03  -6.57582135892854E-02   4.33249275711947E-06  -5.03760675812449E-03
  3.56344495679854E+01   1.32803688959185E-06   1.38759665623466E-03  -6.52304575841819E-02   4.22826835679399E-06  -4.97071613459026E-03
  3.56890197817190E+01   1.30711402766788E-06   1.36558155318335E-03  -6.47061128855928E-02   4.12653203460975E-06  -4.90467441493798E-03
  3.57435899954525E+01   1.28647886404169E-06   1.34390537151802E-03  -6.41851685600234E-02   4.02722491695456E-06  -4.83947149957141E-03
  3.57981602091860E+01   1.26612867010450E-06   1.32256309040414E-03  -6.36676135365332E-02   3.93028950904425E-06  -4.77509739735489E-03
  3.58527304229195E+01   1.24606070132736E-06   1.30154975957777E-03  -6.31534366101779E-02   3.83566966302011E-06  -4.71154222465715E-03
  3.59073006366530E+01   1.22627219924722E-06   1.28086049842876E-03  -6.26426264454092E-02   3.74331054677392E-06  -4.64879620439963E-03
  3.59618708503865E+01   1.20676039337314E-06   1.26049049509441E-03  -6.21351715794314E-02   3.65315861348394E-06  -4.58684966510929E-03
  3.60164410641201E+01   1.18752250301496E-06   1.24043500556333E-03  -6.16310604255163E-02   3.56516157184633E-06  -4.52569303997610E-03
  3.60710112778536E+01   1.16855573903715E-06   1.22068935278961E-03  -6.11302812762756E-02   3.47926835698601E-06  -4.46531686591512E-03
  3.61255814915871E+01   1.14985730554019E-06   1.20124892581707E-03  -6.06328223068926E-02   3.39542910203206E-06  -4.40571178263332E-03
  3.61801517053206E+01   1.13142440147190E-06   1.18210917891361E-03  -6.01386715783109E-02   3.31359511034248E-06  -4.34686853170125E-03
  3.62347219190541E+01   1.11325422217090E-06   1.16326563071541E-03  -5.96478170403840E-02   3.23371882836392E-06  -4.28877795562947E-03
  3.62892921327876E+01   1.09534396084469E-06   1.14471386338110E-03  -5.91602465349825E-02   3.15575381911200E-06  -4.23143099694990E-03
  3.63438623465211E+01   1.07769080998416E-06   1.12644952175573E-03  -5.86759477990616E-02   3.07965473625833E-06  -4.17481869730209E-03
  3.63984325602547E+01   1.06029196271696E-06   1.10846831254435E-03  -5.81949084676884E-02   3.00537729881056E-06  -4.11893219652455E-03
  3.64530027739882E+01   1.04314461410154E-06   1.09076600349528E-03  -5.77171160770289E-02   2.93287826637211E-06  -4.06376273175097E-03
  3.65075729877217E+01   1.02624596236400E-06   1.07333842259291E-03  -5.72425580672958E-02   2.86211541496859E-06  -4.00930163651167E-03
  3.65621432014552E+01   1.00959321007946E-06   1.05618145725993E-03  -5.67712217856568E-02   2.79304751342806E-06  -3.95554033984009E-03
  3.66167134151887E+01   9.93183565300082E-07   1.03929105356893E-03  -5.63030944891040E-02   2.72563430030269E-06  -3.90247036538440E-03
  3.66712836289222E+01   9.77014242631319E-07   1.02266321546325E-03  -5.58381633472844E-02   2.65983646131970E-06  -3.85008333052440E-03
  3.67258538426558E+01   9.61082464258210E-07   1.00629400398711E-03  -5.53764154452925E-02   2.59561560734945E-06  -3.79837094549355E-03
  3.67804240563893E+01   9.45385460923479E-07   9.90179536524741E-04  -5.49178377864241E-02   2.53293425287923E-06  -3.74732501250635E-03
  3.68349942701228E+01   9.29920472858993E-07   9.74315986048635E-04  -5.44624172948931E-02   2.47175579498117E-06  -3.69693742489093E-03
  3.68895644838563E+01   9.14684750672224E-07   9.58699580376672E-04  -5.40101408185098E-02   2.41204449276316E-06  -3.64720016622703E-03
  3.69441346975898E+01   8.99675556189252E-07   9.43326601438149E-04  -5.35609951313234E-02   2.35376544729195E-06  -3.59810530948927E-03
  3.69987049113233E+01   8.84890163255791E-07   9.28193384548565E-04  -5.31149669362262E-02   2.29688458197763E-06  -3.54964501619585E-03
  3.70532751250568E+01   8.70325858497720E-07   9.13296317693104E-04  -5.26720428675222E-02   2.24136862340908E-06  -3.50181153556263E-03
  3.71078453387904E+01   8.55979942042497E-07   8.98631840818730E-04  -5.22322094934591E-02   2.18718508263030E-06  -3.45459720366260E-03
  3.71624155525239E+01   8.41849728202845E-07   8.84196445134811E-04  -5.17954533187242E-02   2.13430223684747E-06  -3.40799444259083E-03
  3.72169857662574E+01   8.27932546124026E-07   8.69986672422180E-04  -5.13617607869049E-02   2.08268911155713E-06  -3.36199575963489E-03
  3.72715559799909E+01   8.14225740395973E-07   8.55999114350576E-04  -5.09311182829139E-02   2.03231546308583E-06  -3.31659374645073E-03
  3.73261261937244E+01   8.00726671631555E-07   8.42230411804351E-04  -5.05035121353789E-02   1.98315176153202E-06  -3.27178107824403E-03
  3.73806964074579E+01   7.87432717012139E-07   8.28677254216391E-04  -5.00789286189980E-02   1.93516917410099E-06  -3.22755051295710E-03
